frame,img_size,preprocess_ms,inference_ms,postprocess_ms,total_latency_ms,real_fps,num_detections,avg_confidence
84,512,19.78,87.91,6.49,114.18,8.6,15,0.537
85,512,23.01,89.4,4.84,117.24,8.1,14,0.57
86,512,19.79,84.9,4.43,109.11,9.02,13,0.586
87,512,22.43,86.34,4.28,113.04,8.43,15,0.559
88,512,14.78,100.41,4.6,119.79,8.2,15,0.571
89,512,27.09,86.76,4.19,118.04,8.32,15,0.547
90,512,20.01,88.88,4.54,113.43,8.5,14,0.571
91,512,21.53,85.53,4.16,111.22,8.86,12,0.586
92,512,22.12,90.23,5.36,117.71,8.36,12,0.616
93,512,28.47,91.34,6.53,126.34,7.75,14,0.579
94,512,27.66,89.37,6.16,123.18,8.04,13,0.586
95,512,21.73,84.77,5.97,112.47,8.74,12,0.628
96,512,23.36,101.36,6.82,131.53,7.5,13,0.577
97,512,21.48,91.0,4.21,116.7,8.16,15,0.566
98,512,21.37,87.6,4.29,113.26,8.47,15,0.565
99,512,19.74,87.98,7.1,114.82,8.59,14,0.585
100,512,30.5,109.2,9.26,148.96,6.61,14,0.554
101,512,19.11,86.82,4.38,110.3,8.93,12,0.584
102,512,24.15,87.96,4.18,116.29,8.45,12,0.577
103,512,24.69,88.8,6.76,120.25,8.18,16,0.523
104,512,21.29,86.13,5.42,112.84,8.66,13,0.583
105,512,24.98,84.09,4.17,113.24,8.67,14,0.565
106,512,22.19,86.32,4.17,112.68,8.72,12,0.616
107,512,18.07,88.69,7.86,114.62,8.54,13,0.611
108,512,25.55,84.26,4.19,114.0,8.63,13,0.615
109,512,25.91,85.81,4.25,115.96,8.48,15,0.552
110,512,23.11,90.99,4.93,119.03,8.25,14,0.597
111,512,30.01,88.19,4.66,122.86,8.06,14,0.593
112,512,24.79,85.48,4.16,114.42,8.3,10,0.645
113,512,25.74,89.7,4.42,119.86,8.24,12,0.616
114,512,22.44,97.95,4.96,125.36,7.84,14,0.583
115,512,24.78,95.81,4.71,125.29,7.85,14,0.584
116,512,25.13,88.97,4.74,118.84,8.27,15,0.551
117,512,24.93,90.27,4.52,119.73,8.2,13,0.61
118,512,19.49,96.06,8.89,124.44,7.9,17,0.549
119,512,22.27,91.76,4.53,118.57,8.29,13,0.599
120,512,25.09,87.83,4.32,117.24,8.38,14,0.601
121,512,17.02,90.71,7.62,115.34,8.28,14,0.555
122,512,22.49,90.62,4.93,118.05,8.36,16,0.544
123,512,13.82,84.38,4.2,102.4,9.55,19,0.515
124,512,22.07,84.14,4.26,110.48,8.92,17,0.522
125,512,19.21,84.53,4.88,108.62,9.06,18,0.531
126,512,15.91,88.77,6.46,111.14,8.63,14,0.594
127,512,23.14,92.87,4.28,120.29,8.19,15,0.565
128,512,24.73,90.55,4.8,120.08,8.2,17,0.512
129,512,20.97,83.6,4.66,109.23,8.99,18,0.525
130,512,28.39,94.16,6.7,129.24,7.63,13,0.594
131,512,26.3,87.9,4.18,118.38,8.3,14,0.551
132,512,23.9,88.01,4.86,116.78,8.24,14,0.604
133,512,22.41,88.18,4.89,115.48,8.48,14,0.606
134,512,26.89,98.11,8.73,133.73,7.35,16,0.549
135,512,23.89,83.98,4.55,112.42,8.7,14,0.586
136,512,20.87,85.32,5.77,111.95,8.51,17,0.559
137,512,21.48,90.86,6.8,119.14,8.26,20,0.526
138,512,19.4,84.69,4.25,108.35,9.04,19,0.523
139,512,25.31,86.16,4.42,115.89,8.23,19,0.506
140,512,22.49,87.83,4.26,114.57,8.29,21,0.503
141,512,27.91,92.53,6.69,127.12,7.66,17,0.521
142,512,21.04,85.49,7.03,113.56,8.64,13,0.563
143,512,25.38,88.57,4.31,118.27,8.31,14,0.577
144,512,24.85,90.01,5.74,120.6,8.22,16,0.577
145,512,28.03,87.86,5.7,121.58,8.08,14,0.57
146,512,20.42,92.65,4.35,117.43,8.18,20,0.502
147,512,23.0,86.41,4.19,113.6,8.73,15,0.576
148,512,21.24,89.72,4.93,115.89,8.5,17,0.534
149,512,31.88,90.41,7.76,130.05,7.4,21,0.516
150,512,23.93,86.8,4.77,115.5,8.53,24,0.506
151,512,21.01,86.98,4.28,112.27,8.78,17,0.561
152,512,22.43,100.48,5.0,127.91,7.71,19,0.52
153,512,20.01,90.74,6.86,117.61,7.98,22,0.531
154,512,21.54,86.74,4.32,112.59,8.7,19,0.56
155,512,19.83,88.4,4.37,112.6,8.6,23,0.531
156,512,24.72,98.84,8.7,132.27,7.42,18,0.591
157,512,23.6,91.08,5.5,120.18,8.06,22,0.548
158,512,21.96,85.41,4.45,111.83,8.78,18,0.579
159,512,22.19,86.64,8.06,116.89,8.39,19,0.548
160,512,30.62,91.47,6.65,128.73,7.61,20,0.533
161,512,30.26,85.26,4.26,119.78,8.28,22,0.517
162,512,26.89,85.68,6.07,118.64,8.08,21,0.548
163,512,36.2,91.24,5.01,132.46,7.41,22,0.549
164,512,27.5,84.53,4.28,116.3,8.45,22,0.517
165,512,23.0,84.73,4.26,111.99,8.75,20,0.53
166,512,20.53,92.27,5.72,118.52,8.06,20,0.539
167,512,32.63,90.26,5.29,128.18,7.48,24,0.526
168,512,24.35,88.26,7.05,119.65,8.21,20,0.543
169,512,25.87,84.4,4.24,114.51,8.31,18,0.542
170,512,25.14,89.86,6.76,121.75,7.9,19,0.528
171,512,24.61,85.08,4.29,113.98,8.61,19,0.551
172,512,19.98,88.26,4.24,112.48,8.74,17,0.574
173,512,21.86,88.47,4.98,115.32,8.52,20,0.533
174,512,29.65,89.17,6.15,124.97,7.65,20,0.552
175,512,25.07,86.58,6.45,118.09,8.36,18,0.532
176,512,21.29,85.47,4.51,111.27,8.89,19,0.537
177,512,21.75,85.56,7.97,115.28,8.57,17,0.567
178,512,24.82,88.55,6.1,119.47,7.89,17,0.566
179,512,24.38,89.25,4.52,118.15,8.39,22,0.531
180,512,24.46,86.51,4.9,115.88,8.49,18,0.562
181,512,23.09,92.0,7.41,122.49,8.02,19,0.521
182,512,17.57,89.14,4.31,111.02,8.5,20,0.533
183,512,21.99,83.62,6.12,111.73,8.85,17,0.544
184,512,26.56,84.16,4.24,114.95,8.58,18,0.543
185,512,21.21,95.08,8.06,124.35,7.76,22,0.528
186,512,23.63,85.43,7.12,116.19,8.06,20,0.534
187,512,21.44,86.42,4.41,112.27,8.55,20,0.534
188,512,25.43,83.49,4.7,113.62,8.67,21,0.513
189,512,21.08,89.49,7.66,118.22,8.02,20,0.524
190,512,26.5,85.76,4.23,116.49,8.43,20,0.525
191,512,24.1,84.81,4.29,113.21,8.48,21,0.525
192,512,23.2,88.66,5.0,116.86,8.41,19,0.524
193,512,23.73,88.59,4.35,116.66,8.41,21,0.545
194,512,19.15,88.38,4.26,111.79,8.79,18,0.578
195,512,23.98,86.64,4.29,114.92,8.55,20,0.578
196,512,22.55,89.59,6.68,118.82,8.26,20,0.574
197,512,23.37,95.9,6.47,125.75,7.82,24,0.512
198,512,19.79,88.63,4.46,112.89,8.68,17,0.602
199,512,18.38,86.14,4.89,109.41,8.68,20,0.562
200,512,17.87,101.25,5.86,124.98,7.87,19,0.572
201,512,16.15,92.87,4.59,113.61,8.58,20,0.546
202,512,16.65,84.0,7.12,107.76,9.17,17,0.609
203,512,25.54,84.16,4.31,114.02,8.62,19,0.616
204,512,26.91,95.03,7.55,129.49,7.58,21,0.578
205,512,15.17,84.38,5.0,104.55,9.43,21,0.569
206,512,17.49,84.46,4.43,106.38,9.24,21,0.554
207,512,21.79,93.86,4.66,120.31,7.94,17,0.572
208,512,20.6,87.98,7.14,115.72,8.49,19,0.549
209,512,27.52,89.61,7.03,124.17,7.9,20,0.559
210,512,20.42,96.8,6.44,123.65,7.97,22,0.528
211,512,16.4,100.05,7.82,124.27,7.93,18,0.607
212,512,25.37,97.05,4.33,126.76,7.8,21,0.566
213,512,20.8,98.38,4.37,123.55,8.03,20,0.564
214,512,21.96,86.8,4.3,113.07,8.69,18,0.57
215,512,20.48,104.63,5.5,130.61,7.54,22,0.522
216,512,24.86,94.62,4.29,123.77,7.93,21,0.551
217,512,21.58,90.01,4.27,115.86,8.48,17,0.614
218,512,16.96,87.77,4.44,109.18,8.58,17,0.573
219,512,23.3,91.07,6.67,121.04,8.16,20,0.556
220,512,22.58,98.05,4.94,125.56,7.84,18,0.555
221,512,30.91,88.18,7.16,126.25,7.8,20,0.564
222,512,24.92,84.32,4.25,113.5,8.46,17,0.579
223,512,20.8,83.05,4.33,108.18,8.86,19,0.554
224,512,20.7,89.05,5.13,114.88,8.59,21,0.587
225,512,19.16,90.56,4.4,114.11,8.63,21,0.567
226,512,22.01,83.92,4.31,110.24,8.9,20,0.601
227,512,19.67,84.33,4.87,108.87,8.76,23,0.577
228,512,15.01,93.04,7.81,115.85,8.52,20,0.612
229,512,23.21,106.04,5.12,134.37,7.31,20,0.612
230,512,21.42,87.31,4.39,113.12,8.72,23,0.556
231,512,21.52,86.49,4.35,112.35,8.77,20,0.602
232,512,18.99,92.29,5.0,116.28,8.51,21,0.557
233,512,21.52,91.84,4.32,117.67,8.39,20,0.581
234,512,22.0,91.88,4.48,118.36,8.37,20,0.593
235,512,19.82,85.66,4.24,109.73,9.01,18,0.57
236,512,20.6,95.7,5.16,121.47,8.12,21,0.554
237,512,25.85,89.67,6.69,122.21,8.03,21,0.563
238,512,29.04,102.97,5.82,137.84,7.11,20,0.58
239,512,22.52,91.57,6.08,120.17,8.17,17,0.606
240,512,27.43,102.94,6.47,136.85,7.1,19,0.571
241,512,29.6,90.46,4.97,125.03,7.72,20,0.538
242,512,20.47,87.64,4.31,112.42,8.49,19,0.574
243,512,24.76,92.53,4.98,122.27,8.04,19,0.582
244,512,27.37,95.63,4.41,127.42,7.56,18,0.617
245,512,23.25,87.38,4.43,115.07,8.53,22,0.544
246,512,24.93,87.34,4.33,116.6,8.41,18,0.607
247,512,16.44,93.06,5.03,114.54,8.24,20,0.568
248,512,26.27,89.67,7.14,123.07,7.65,20,0.572
249,512,23.51,85.58,6.63,115.73,8.46,22,0.562
250,512,21.62,84.67,4.3,110.59,8.92,20,0.58
251,512,16.97,94.6,7.98,119.54,8.23,20,0.59
252,512,23.4,95.97,5.7,125.07,7.61,19,0.604
253,512,24.39,85.01,4.48,113.88,8.61,19,0.605
254,512,21.72,91.26,5.23,118.21,8.3,21,0.58
255,512,28.36,96.86,5.16,130.38,7.61,21,0.574
256,512,23.3,95.16,6.14,124.6,7.89,21,0.553
257,512,21.55,88.96,4.53,115.04,8.33,22,0.579
258,512,26.88,88.51,4.33,119.71,8.21,21,0.608
259,512,23.73,91.09,5.12,119.94,8.2,21,0.566
260,512,15.34,86.77,4.58,106.68,9.19,18,0.592
261,512,22.66,88.17,5.84,116.67,8.42,20,0.615
262,512,19.43,86.11,4.78,110.33,8.92,20,0.597
263,512,17.94,88.14,6.85,112.93,8.71,20,0.621
264,512,21.24,94.68,6.2,122.11,8.02,18,0.64
265,512,24.82,89.4,5.3,119.52,8.26,21,0.595
266,512,24.8,87.88,4.32,116.99,8.43,21,0.576
267,512,21.21,88.36,7.46,117.04,8.2,22,0.569
268,512,25.18,86.38,4.36,115.92,8.28,22,0.552
269,512,20.28,87.36,4.31,111.95,8.76,22,0.561
270,512,24.94,86.61,4.32,115.87,8.51,21,0.585
271,512,21.69,90.62,6.88,119.19,8.02,22,0.555
272,512,24.45,86.72,6.89,118.07,8.31,22,0.581
273,512,23.4,93.84,4.28,121.51,8.1,24,0.558
274,512,17.7,89.64,7.16,114.5,8.61,22,0.577
275,512,22.65,90.0,5.54,118.18,8.39,22,0.562
276,512,19.11,85.63,4.28,109.01,9.07,22,0.535
277,512,18.79,88.74,4.59,112.12,8.78,20,0.569
278,512,20.57,85.24,4.47,110.28,8.86,21,0.549
279,512,19.73,93.5,8.22,121.46,8.12,22,0.558
280,512,18.68,87.2,5.89,111.77,8.52,17,0.633
281,512,20.07,85.33,6.0,111.4,8.83,18,0.577
282,512,26.34,86.15,4.5,116.99,8.4,19,0.594
283,512,21.17,101.78,5.02,127.97,7.7,19,0.604
284,512,25.87,95.52,5.75,127.14,7.75,20,0.57
285,512,27.28,86.46,4.55,118.29,8.32,18,0.619
286,512,24.16,93.19,4.88,122.24,8.04,19,0.612
287,512,29.94,88.79,5.14,123.88,7.95,23,0.577
288,512,26.85,84.63,4.85,116.33,8.44,20,0.597
289,512,24.32,87.08,4.3,115.69,8.51,17,0.617
290,512,20.48,93.02,6.76,120.26,8.19,15,0.591
291,512,31.73,102.25,4.94,138.91,6.87,19,0.57
292,512,24.25,84.95,4.23,113.43,8.41,17,0.565
293,512,16.85,89.14,4.25,110.23,8.55,19,0.566
294,512,21.11,89.05,8.05,118.22,8.3,19,0.557
295,512,23.62,84.63,5.07,113.32,8.62,17,0.591
296,512,19.87,84.21,4.93,109.02,8.74,18,0.581
297,512,18.94,84.39,4.34,107.66,8.61,18,0.61
298,512,24.09,97.48,6.25,127.82,7.73,20,0.577
299,512,21.33,84.13,6.01,111.48,8.83,19,0.582
300,512,23.95,91.35,6.19,121.49,7.9,19,0.606
301,512,22.66,94.02,6.8,123.48,7.97,19,0.599
302,512,27.04,96.51,4.81,128.36,7.63,19,0.584
303,512,20.89,83.87,7.5,112.26,8.5,19,0.568
304,512,19.07,93.17,4.23,116.47,8.44,16,0.609
305,512,19.18,91.79,7.08,118.05,8.31,16,0.62
306,512,14.27,86.6,4.78,105.64,9.23,18,0.597
307,512,25.59,85.37,5.43,116.4,8.44,20,0.593
308,512,20.06,86.31,4.47,110.84,8.83,18,0.601
309,512,27.61,94.72,6.42,128.75,7.61,20,0.598
310,512,23.89,86.29,6.11,116.28,8.38,20,0.572
311,512,22.87,85.53,4.35,112.75,8.72,21,0.552
312,512,19.36,88.94,6.82,115.11,8.55,18,0.588
313,512,21.69,100.77,5.22,127.68,7.64,18,0.575
314,512,25.9,91.21,6.87,123.97,7.75,18,0.587
315,512,22.66,83.74,4.27,110.68,8.87,19,0.57
316,512,22.24,97.72,6.76,126.72,7.71,17,0.583
317,512,20.13,91.91,4.44,116.48,8.43,17,0.591
318,512,27.9,86.42,4.38,118.69,8.29,18,0.56
319,512,26.77,87.56,4.96,119.29,8.24,18,0.541
320,512,23.07,94.38,9.44,126.9,7.75,17,0.594
321,512,24.09,92.11,4.88,121.08,8.11,17,0.593
322,512,22.41,95.26,4.55,122.22,8.05,17,0.547
323,512,22.04,99.15,8.47,129.66,7.59,17,0.572
324,512,29.91,90.74,4.27,124.92,7.93,15,0.589
325,512,20.29,87.75,6.39,114.43,8.58,15,0.561
326,512,23.37,87.95,4.46,115.78,8.48,14,0.624
327,512,22.21,94.14,7.38,123.73,7.95,14,0.626
328,512,24.7,86.58,4.27,115.54,8.51,14,0.652
329,512,21.28,87.63,4.79,113.7,8.58,16,0.568
330,512,18.0,90.6,5.02,113.61,8.72,15,0.592
331,512,24.74,91.31,5.03,121.08,8.17,15,0.567
332,512,18.95,91.27,4.23,114.45,8.61,15,0.571
333,512,17.93,84.62,6.64,109.19,9.03,15,0.606
334,512,23.65,84.74,4.26,112.65,8.8,15,0.602
335,512,14.49,85.96,4.84,105.29,9.02,14,0.618
336,512,32.03,98.01,4.24,134.28,7.31,15,0.6
337,512,24.45,85.9,4.2,114.55,8.57,16,0.586
338,512,21.56,88.14,5.08,114.78,8.57,18,0.56
339,512,20.26,90.67,4.88,115.8,8.52,14,0.629
340,512,25.27,88.67,8.5,122.44,7.99,16,0.58
341,512,22.84,84.16,4.25,111.24,8.88,14,0.621
342,512,20.77,83.42,4.87,109.07,9.03,15,0.617
343,512,23.29,91.25,5.03,119.57,8.22,15,0.589
344,512,25.07,91.49,4.48,121.03,8.15,15,0.606
345,512,16.87,83.63,4.37,104.87,9.35,15,0.618
346,512,22.6,83.85,4.25,110.7,8.93,16,0.593
347,512,18.11,91.25,9.05,118.41,8.35,16,0.557
348,512,28.33,99.67,4.76,132.77,7.44,17,0.573
349,512,19.84,85.72,4.52,110.09,8.97,16,0.591
350,512,22.11,84.17,4.31,110.59,8.91,16,0.595
351,512,21.09,103.34,4.65,129.08,7.64,18,0.558
352,512,27.28,96.52,4.75,128.55,7.66,17,0.573
353,512,21.95,87.98,4.53,114.46,8.63,18,0.573
354,512,23.2,85.48,4.31,113.0,8.7,16,0.607
355,512,17.74,93.16,6.74,117.64,8.39,17,0.619
356,512,26.85,85.84,6.03,118.72,8.06,15,0.613
357,512,20.35,86.48,6.09,112.92,8.72,18,0.58
358,512,18.0,84.93,6.08,109.02,8.98,16,0.626
359,512,21.08,99.47,7.67,128.23,7.68,17,0.592
360,512,26.88,92.43,4.34,123.66,8.01,16,0.596
361,512,21.64,86.82,4.61,113.07,8.75,16,0.62
362,512,19.89,87.31,4.32,111.52,8.83,19,0.586
363,512,20.32,90.78,5.05,116.15,8.47,17,0.602
364,512,29.02,87.8,4.33,121.16,8.17,18,0.59
365,512,19.19,85.71,4.37,109.28,8.8,19,0.581
366,512,21.73,85.92,4.23,111.87,8.79,20,0.573
367,512,19.12,101.05,7.93,128.09,7.53,21,0.57
368,512,18.97,98.57,4.39,121.92,8.1,20,0.575
369,512,22.75,86.49,4.27,113.51,8.63,18,0.579
370,512,17.55,85.01,4.42,106.98,8.85,18,0.58
371,512,19.03,88.88,5.07,112.98,8.66,19,0.581
372,512,17.94,87.7,4.3,109.93,8.95,23,0.567
373,512,21.55,91.86,6.07,119.48,8.26,18,0.61
374,512,24.97,88.86,4.88,118.71,8.28,19,0.575
375,512,28.62,97.36,6.81,132.79,7.25,17,0.609
376,512,20.55,88.25,6.05,114.85,8.33,18,0.606
377,512,25.43,88.65,7.1,121.18,7.9,21,0.539
378,512,23.41,90.77,7.07,121.25,7.9,19,0.594
379,512,28.15,93.71,8.18,130.04,7.54,23,0.56
380,512,21.84,87.94,4.99,114.77,8.57,20,0.569
381,512,18.07,87.19,4.52,109.78,8.63,19,0.581
382,512,23.98,92.13,8.21,124.33,7.93,18,0.634
383,512,19.93,93.57,4.39,117.89,8.37,17,0.624
384,512,24.35,90.93,4.43,119.71,8.26,16,0.644
385,512,22.48,86.55,4.32,113.34,8.67,20,0.567
386,512,20.38,92.36,5.02,117.76,8.37,17,0.589
387,512,25.05,97.28,5.14,127.47,7.63,17,0.603
388,512,17.01,85.49,4.38,106.88,9.19,17,0.591
389,512,18.97,83.85,4.23,107.04,8.98,18,0.595
390,512,21.51,87.73,7.39,116.64,8.5,17,0.591
391,512,23.5,101.38,5.67,130.55,7.56,16,0.595
392,512,24.05,83.98,4.62,112.65,8.75,17,0.606
393,512,19.49,83.41,4.27,107.17,9.15,17,0.592
394,512,20.86,84.39,4.24,109.49,9.02,20,0.614
395,512,29.68,95.1,7.93,132.71,7.41,17,0.573
396,512,16.78,86.86,5.1,108.74,8.77,16,0.618
397,512,21.96,84.99,4.27,111.22,8.85,16,0.606
398,512,24.05,84.1,6.4,114.55,8.62,16,0.579
399,512,27.39,97.42,4.55,129.36,7.62,18,0.556
400,512,20.81,89.57,4.32,114.71,8.49,19,0.584
401,512,19.93,85.55,4.34,109.81,8.91,16,0.612
402,512,19.36,87.28,8.09,114.73,8.33,19,0.551
403,512,23.71,89.92,4.69,118.31,8.34,15,0.602
404,512,21.76,87.17,5.47,114.4,8.63,15,0.642
405,512,17.35,88.39,4.45,110.19,8.94,15,0.644
406,512,17.45,90.92,8.53,116.89,8.43,18,0.588
407,512,27.64,89.39,4.68,121.71,8.1,16,0.625
408,512,20.72,83.35,5.5,109.57,8.97,18,0.568
409,512,25.98,84.46,4.25,114.7,8.58,18,0.586
410,512,18.18,91.12,4.99,114.3,8.6,18,0.55
411,512,27.17,91.69,4.37,123.23,7.98,18,0.586
412,512,25.53,88.22,4.26,118.01,8.34,19,0.589
413,512,20.11,90.93,7.75,118.79,8.26,15,0.634
414,512,29.08,88.76,7.22,125.07,7.75,17,0.579
415,512,20.96,86.44,4.24,111.65,8.81,17,0.617
416,512,21.21,91.78,6.72,119.71,8.2,16,0.611
417,512,21.22,104.49,5.61,131.32,7.48,17,0.577
418,512,27.24,89.83,4.25,121.32,8.08,17,0.563
419,512,20.4,84.59,4.3,109.28,9.04,17,0.601
420,512,18.65,84.09,4.25,106.99,9.19,21,0.53
421,512,20.98,87.98,4.97,113.93,8.65,20,0.558
422,512,20.97,90.61,4.55,116.12,8.44,20,0.558
423,512,21.81,103.81,6.07,131.68,7.54,17,0.563
424,512,20.69,87.53,6.78,115.0,8.56,18,0.568
425,512,30.04,95.82,6.21,132.07,7.5,16,0.6
426,512,19.95,83.62,6.75,110.32,8.92,17,0.585
427,512,18.51,83.88,7.05,109.43,9.02,17,0.583
428,512,17.56,96.58,7.35,121.48,8.14,16,0.57
429,512,24.06,88.26,4.31,116.63,8.45,13,0.624
430,512,15.59,88.04,4.31,107.95,9.06,19,0.563
431,512,20.2,83.98,4.62,108.8,9.09,15,0.58
432,512,20.84,88.79,5.04,114.67,8.6,20,0.538
433,512,29.41,89.78,4.46,123.65,7.93,21,0.518
434,512,27.22,88.67,4.44,120.34,8.0,17,0.572
435,512,21.89,86.01,7.06,114.97,8.36,17,0.586
436,512,26.62,97.55,5.68,129.85,7.57,15,0.64
437,512,25.09,83.84,4.46,113.4,8.65,17,0.573
438,512,23.73,85.21,4.26,113.2,8.68,17,0.563
439,512,21.38,87.78,4.96,114.12,8.57,18,0.552
440,512,20.86,93.48,4.49,118.83,8.3,19,0.553
441,512,19.14,84.59,4.4,108.13,9.08,18,0.557
442,512,20.68,86.55,4.44,111.68,8.83,16,0.604
443,512,20.68,87.9,7.46,116.04,8.45,18,0.606
444,512,28.82,91.15,6.48,126.45,7.83,16,0.582
445,512,26.03,89.04,4.43,119.5,7.98,17,0.588
446,512,18.56,83.59,4.24,106.4,9.27,14,0.661
447,512,20.01,86.6,4.99,111.59,8.82,14,0.651
448,512,19.26,85.72,4.29,109.26,9.01,19,0.576
449,512,24.74,86.56,4.52,115.82,8.48,21,0.545
450,512,24.6,86.02,6.15,116.77,8.43,20,0.555
451,512,33.28,97.68,6.51,137.48,7.16,19,0.558
452,512,17.93,87.08,4.3,109.31,8.71,19,0.522
453,512,21.64,89.0,4.31,114.96,8.62,20,0.554
454,512,20.42,96.9,9.63,126.94,7.78,15,0.602
455,512,22.61,88.72,4.35,115.68,8.51,19,0.575
456,512,19.13,85.67,4.33,109.13,9.0,20,0.589
457,512,21.41,86.54,6.53,114.48,8.61,19,0.607
458,512,21.6,106.76,6.85,135.22,7.29,19,0.598
459,512,25.54,89.96,6.79,122.29,8.09,26,0.509
460,512,22.82,92.12,6.3,121.25,7.9,23,0.528
461,512,23.77,90.84,7.14,121.74,8.06,24,0.551
462,512,26.52,87.19,7.58,121.3,8.13,20,0.552
