frame,img_size,preprocess_ms,inference_ms,postprocess_ms,total_latency_ms,real_fps
272,240,4.89,24.98,10.16,40.03,24.02
273,240,8.12,39.59,4.49,52.19,18.18
274,240,3.95,35.03,11.52,50.51,19.2
275,240,3.53,27.66,4.39,35.58,26.95
276,240,9.68,34.22,8.61,52.5,17.74
277,240,3.32,33.14,9.16,45.62,20.81
278,240,11.04,28.93,4.49,44.47,20.81
279,240,4.37,25.08,7.42,36.86,25.51
280,240,5.86,31.53,4.12,41.51,23.21
281,240,3.39,29.49,4.17,37.05,25.85
282,240,8.49,24.64,5.03,38.16,24.01
283,240,6.54,36.62,5.4,48.57,19.98
284,240,3.21,32.06,3.92,39.19,24.55
285,240,6.66,31.19,3.37,41.21,22.88
286,240,5.33,30.56,9.28,45.17,21.03
287,240,3.86,27.75,3.96,35.57,26.82
288,240,10.29,33.56,8.31,52.16,18.64
289,240,4.69,30.5,4.39,39.58,24.34
290,240,3.48,30.9,4.5,38.88,24.22
291,240,3.43,25.59,4.83,33.85,28.28
292,240,10.16,27.59,4.53,42.28,22.77
293,240,8.06,25.14,6.26,39.47,24.22
294,240,6.54,31.06,3.27,40.87,23.51
295,240,7.95,24.3,6.53,38.78,24.54
296,240,11.2,29.76,4.87,45.84,20.79
297,240,6.3,23.55,6.57,36.41,25.22
298,240,6.43,32.16,10.12,48.7,19.82
299,240,6.49,28.17,6.67,41.33,23.22
300,240,5.95,31.11,3.38,40.44,22.42
301,240,5.85,25.61,4.52,35.98,25.99
302,240,6.28,26.94,6.35,39.56,23.25
303,240,6.39,26.14,6.68,39.21,24.33
304,240,6.7,26.62,6.08,39.4,24.38
305,240,3.63,27.27,4.38,35.28,27.15
306,240,3.63,30.58,4.55,38.76,23.47
307,240,3.42,33.02,6.77,43.2,22.24
308,240,9.27,29.11,8.57,46.95,20.46
309,240,4.76,25.31,5.22,35.29,27.15
310,240,9.03,27.36,4.62,41.01,22.86
311,240,6.8,27.93,12.47,47.2,20.54
312,240,5.18,29.08,3.9,38.16,24.88
313,240,9.89,24.68,5.4,39.98,22.64
314,240,3.29,27.01,7.36,37.66,25.42
315,240,5.96,40.06,6.24,52.26,18.3
316,240,3.86,21.85,4.35,30.06,30.96
317,240,8.93,31.09,4.9,44.93,20.62
318,240,3.22,30.89,4.43,38.55,24.98
319,240,6.37,26.79,6.65,39.81,23.89
320,240,5.62,30.24,7.96,43.82,21.68
321,240,5.21,31.35,4.32,40.89,23.37
322,240,7.3,23.91,6.83,38.05,24.96
323,240,7.53,27.67,5.72,40.92,23.27
324,240,6.92,24.26,7.19,38.38,24.12
325,240,9.4,33.41,5.66,48.48,19.99
326,240,6.68,25.17,8.98,40.82,23.02
327,240,8.45,23.49,6.96,38.89,23.93
328,240,10.36,32.84,7.37,50.57,19.13
329,240,5.52,30.44,6.55,42.51,22.58
330,240,7.5,31.1,5.72,44.31,21.29
331,240,6.91,23.86,5.86,36.63,26.25
332,240,6.78,32.03,6.58,45.39,21.2
333,240,8.96,33.87,6.28,49.11,19.74
334,240,5.53,30.97,6.99,43.5,22.03
335,240,6.17,25.33,5.1,36.61,26.17
336,240,6.84,31.4,8.93,47.17,20.37
337,240,4.78,28.0,4.3,37.08,25.92
338,240,7.74,31.14,9.09,47.97,19.84
339,240,5.27,24.52,7.59,37.37,24.96
340,240,6.6,30.66,8.15,45.4,21.1
341,240,5.18,32.35,7.58,45.1,21.29
342,240,7.37,32.48,4.33,44.18,21.41
343,240,3.44,28.77,7.05,39.27,24.27
344,240,6.0,26.27,9.49,41.75,22.62
345,240,6.53,26.73,9.33,42.58,22.47
346,240,5.64,28.39,5.46,39.48,24.34
347,240,6.05,31.86,10.13,48.04,20.11
348,240,8.33,26.1,5.59,40.02,23.92
349,240,7.66,27.96,11.58,47.2,20.53
350,240,9.72,28.69,4.04,42.45,22.79
351,240,3.41,28.1,5.97,37.48,25.64
352,240,5.53,27.9,5.47,38.9,23.98
353,240,5.74,21.84,7.73,35.32,26.11
354,240,4.56,28.57,6.98,40.11,22.29
355,240,4.86,27.12,4.16,36.14,26.63
356,240,3.47,30.53,8.4,42.4,21.48
357,240,3.88,27.49,4.17,35.54,27.03
358,240,5.72,31.18,5.26,42.17,21.46
359,240,8.33,28.18,10.81,47.32,20.42
360,240,3.24,28.32,4.78,36.34,26.14
361,240,3.87,32.89,8.41,45.17,18.94
362,240,7.71,27.47,13.94,49.11,19.68
363,240,5.16,22.39,7.29,34.84,27.51
364,240,12.05,37.41,5.17,54.64,17.72
365,240,5.23,40.19,8.75,54.17,17.96
366,240,5.05,28.66,10.81,44.52,21.63
367,240,4.66,28.38,6.71,39.75,24.1
368,240,5.35,32.88,11.35,49.58,19.53
369,240,3.47,35.05,8.6,47.12,20.37
370,240,6.2,25.46,6.45,38.11,25.19
371,240,4.62,28.77,4.54,37.93,24.95
372,240,3.25,27.68,6.01,36.95,26.01
373,240,5.98,30.51,7.54,44.03,21.71
374,240,3.24,28.59,4.55,36.37,26.37
375,240,3.47,29.92,3.91,37.3,24.63
376,240,4.72,26.7,4.1,35.52,26.97
377,240,7.33,29.39,6.46,43.17,21.95
378,240,6.55,30.17,7.96,44.68,21.29
379,240,6.85,26.12,6.06,39.03,24.73
380,240,5.13,34.26,9.46,48.86,19.73
381,240,5.49,26.82,5.25,37.57,25.27
382,240,7.05,38.6,4.1,49.75,19.17
383,240,8.45,27.77,12.08,48.29,19.86
384,240,4.18,27.12,4.41,35.72,26.79
385,240,11.09,25.82,5.08,41.99,22.54
386,240,3.2,31.39,5.27,39.86,23.86
387,240,12.18,26.3,5.37,43.85,21.39
388,240,3.54,25.6,5.26,34.41,27.4
389,240,4.51,24.52,7.68,36.71,25.82
390,240,5.41,29.58,11.41,46.4,20.52
391,240,3.31,30.79,6.64,40.73,23.45
392,240,10.93,32.26,3.97,47.16,20.21
393,240,6.22,25.9,8.01,40.13,23.78
394,240,5.74,38.14,5.17,49.05,19.0
395,240,4.97,41.73,4.79,51.48,18.83
396,240,8.11,31.44,8.67,48.22,20.01
397,240,7.92,27.26,9.78,44.96,21.4
398,240,7.6,39.16,6.9,53.66,18.07
399,240,7.22,27.96,8.06,43.23,22.22
400,240,6.06,37.38,5.07,48.51,19.65
401,240,11.83,32.9,8.59,53.32,17.25
402,240,5.37,28.42,4.99,38.79,24.83
403,240,10.33,26.81,5.29,42.43,22.67
404,240,6.56,27.37,13.04,46.97,20.63
405,240,10.44,27.68,4.87,43.0,21.59
406,240,6.19,38.47,5.38,50.04,19.08
407,240,6.95,33.25,8.87,49.07,19.7
408,240,5.61,26.07,4.04,35.72,26.83
409,240,4.82,26.85,8.92,40.6,23.13
410,240,6.95,26.57,5.45,38.97,24.6
411,240,10.26,29.21,4.98,44.45,21.58
412,240,5.57,26.38,4.35,36.29,26.4
413,240,5.78,28.78,5.37,39.93,23.94
414,240,5.45,30.82,12.62,48.89,19.84
415,240,5.85,24.6,8.81,39.26,24.09
416,240,12.92,27.38,5.73,46.02,20.95
417,240,3.46,26.62,6.07,36.15,26.34
418,240,5.36,26.27,6.42,38.05,24.5
419,240,9.3,24.32,12.16,45.78,21.16
420,240,10.52,28.43,3.94,42.88,22.17
421,240,4.06,23.06,4.61,31.72,29.69
422,240,6.0,26.08,10.35,42.43,21.79
423,240,5.64,37.11,5.03,47.78,19.98
424,240,5.95,30.75,4.26,40.96,23.57
425,240,9.28,25.18,9.14,43.6,21.77
426,240,7.54,31.21,4.28,43.03,22.09
427,240,5.91,27.69,10.03,43.63,21.57
428,240,3.2,30.54,5.55,39.29,24.4
429,240,5.16,33.26,8.81,47.23,20.29
430,240,3.29,23.93,3.38,30.59,30.79
431,240,4.05,34.19,5.6,43.83,21.54
432,240,3.05,23.49,4.95,31.49,26.57
433,240,5.3,31.33,4.37,41.0,22.42
434,240,5.53,31.94,7.55,45.01,21.28
435,240,8.17,26.38,5.6,40.15,23.99
436,240,5.93,25.7,5.52,37.15,25.66
437,240,7.75,27.85,6.76,42.36,22.69
438,240,5.98,29.5,12.48,47.96,19.95
439,240,5.3,36.2,8.49,49.99,18.85
440,240,8.3,28.23,7.87,44.4,21.1
441,240,3.45,33.85,3.4,40.69,23.72
442,240,11.19,24.56,3.64,39.39,23.81
443,240,7.17,29.46,6.55,43.18,22.19
444,240,3.76,27.6,3.89,35.25,27.21
445,240,9.94,28.96,5.59,44.5,20.88
446,240,5.72,31.93,8.09,45.73,21.07
447,240,3.19,29.3,3.65,36.13,26.6
448,240,7.78,24.7,7.04,39.52,24.01
449,240,6.47,32.83,3.44,42.74,22.34
450,240,8.34,31.83,7.39,47.56,20.05
451,240,9.02,40.95,11.16,61.13,15.15
452,240,3.29,26.1,4.18,33.57,27.98
453,240,6.34,34.44,4.7,45.48,20.53
454,240,6.44,27.19,4.19,37.82,25.43
455,240,7.6,27.99,8.0,43.59,21.83
456,240,12.27,30.94,4.37,47.58,20.21
457,240,4.55,24.85,9.94,39.35,23.67
458,240,8.57,30.41,3.82,42.79,22.43
459,240,3.42,30.14,11.82,45.38,21.18
460,240,7.05,28.35,4.62,40.02,23.47
461,240,7.87,25.7,8.49,42.06,22.32
462,240,5.61,26.14,7.06,38.82,24.29
463,240,3.29,26.67,5.06,35.02,27.36
464,240,13.64,28.13,5.6,47.38,20.38
465,240,6.43,28.6,4.45,39.48,24.18
466,240,5.95,29.01,5.27,40.23,23.66
467,240,4.74,30.7,9.2,44.64,21.67
468,240,5.5,24.91,6.56,36.97,25.5
469,240,8.78,22.75,7.9,39.42,23.99
470,240,5.23,32.43,9.79,47.45,20.43
471,240,11.17,27.16,4.62,42.95,22.52
472,240,5.79,24.15,3.61,33.55,27.77
473,240,7.56,28.81,4.89,41.26,22.45
474,240,3.53,35.69,7.15,46.37,20.8
475,240,5.51,25.03,4.36,34.9,27.37
476,240,5.93,27.62,5.37,38.92,23.24
477,240,4.36,26.84,4.69,35.88,26.73
478,240,3.53,30.99,5.58,40.09,23.11
479,240,4.61,26.05,3.85,34.51,27.76
480,240,11.62,29.37,3.47,44.46,21.76
481,240,6.38,26.74,6.48,39.6,23.93
482,240,5.89,32.64,4.36,42.89,22.47
483,240,10.5,30.09,8.73,49.32,19.62
484,240,5.0,27.64,6.37,39.01,24.38
485,240,5.59,28.13,4.45,38.18,24.66
486,240,6.57,28.24,11.72,46.53,20.09
487,240,5.04,27.24,6.92,39.2,24.04
488,240,4.96,29.96,6.15,41.06,23.07
489,240,7.14,28.86,11.87,47.87,20.15
490,240,4.15,30.35,4.93,39.43,24.21
491,240,13.3,32.45,7.58,53.33,17.88
492,240,5.29,28.37,14.14,47.8,20.18
493,240,4.72,29.09,5.59,39.4,24.31
494,240,9.87,34.17,7.57,51.61,18.49
495,240,7.94,33.68,8.99,50.6,19.13
496,240,5.36,30.04,8.72,44.12,21.87
497,240,6.88,25.04,4.09,36.01,26.32
498,240,5.71,30.76,4.38,40.86,22.92
499,240,3.09,30.11,9.6,42.81,22.35
500,240,6.23,26.21,5.91,38.35,25.07
501,240,7.93,25.68,3.69,37.3,25.77
502,240,9.56,31.73,3.6,44.89,19.81
503,240,7.37,30.48,7.38,45.23,20.42
504,240,5.09,32.7,4.91,42.71,22.4
505,240,5.28,29.66,7.76,42.71,22.63
506,240,8.86,34.47,7.93,51.26,18.89
507,240,3.32,37.06,5.59,45.96,21.04
508,240,4.6,32.05,4.48,41.14,23.51
509,240,7.45,27.57,8.91,43.93,21.09
510,240,5.73,26.09,6.08,37.9,24.77
511,240,4.68,28.07,5.35,38.11,25.19
512,240,8.11,32.28,4.12,44.52,20.92
513,240,14.11,28.53,5.91,48.55,19.4
514,240,3.21,25.18,8.74,37.13,25.8
515,240,6.96,28.74,5.41,41.11,22.86
516,240,10.79,24.94,11.55,47.28,20.42
517,240,3.2,24.32,5.73,33.25,28.72
518,240,10.7,29.57,4.9,45.17,20.63
519,240,3.76,30.21,6.42,40.38,23.62
520,240,8.2,25.08,3.34,36.61,26.19
521,240,5.84,26.87,6.77,39.48,23.88
522,240,5.45,25.1,7.71,38.27,24.43
523,240,7.24,31.17,12.57,50.98,19.01
524,240,4.45,29.67,5.99,40.11,24.07
525,240,6.29,33.02,3.39,42.69,21.99
526,240,5.87,26.24,4.11,36.22,25.8
527,240,5.73,27.07,5.49,38.29,23.86
528,240,4.55,31.18,8.81,44.54,21.7
529,240,5.3,26.5,4.3,36.1,26.18
530,240,3.55,22.53,5.55,31.63,29.46
531,240,5.98,26.36,4.32,36.66,23.88
532,240,4.78,35.45,9.67,49.9,19.47
533,240,7.26,32.14,7.88,47.27,20.41
534,240,3.56,29.05,5.28,37.89,25.45
535,240,7.86,24.04,8.68,40.58,23.43
536,240,3.45,32.21,4.45,40.1,23.23
537,240,4.05,26.53,7.15,37.74,25.43
538,240,5.4,33.58,4.3,43.28,21.99
539,240,7.0,21.91,9.98,38.89,24.3
540,240,9.69,27.17,8.05,44.92,21.15
541,240,8.83,37.67,4.8,51.3,18.91
542,240,3.99,33.48,7.44,44.92,21.48
543,240,3.6,27.64,4.83,36.06,26.52
544,240,6.54,25.96,7.66,40.15,23.5
545,240,5.77,23.24,5.03,34.05,27.53
546,240,7.35,29.33,6.51,43.18,22.14
547,240,5.75,26.09,5.15,36.99,25.79
548,240,8.92,29.02,5.12,43.06,22.16
549,240,5.67,29.86,6.86,42.39,22.61
550,240,5.55,26.28,6.55,38.38,24.68
551,240,7.71,25.93,8.98,42.62,22.07
552,240,6.06,25.27,7.03,38.36,24.78
553,240,6.96,26.42,10.78,44.16,21.64
554,240,7.51,24.91,7.49,39.91,24.16
555,240,7.16,25.67,5.2,38.03,24.96
556,240,8.37,25.36,7.65,41.38,23.14
557,240,9.1,26.1,6.66,41.85,22.96
558,240,6.66,23.6,6.27,36.53,25.87
559,240,4.73,29.4,8.05,42.19,22.92
560,240,6.78,25.2,9.67,41.65,23.11
561,240,8.75,30.54,3.34,42.63,22.67
562,240,8.13,26.45,12.48,47.07,20.53
563,240,5.34,26.52,4.11,35.96,26.72
564,240,7.11,25.13,4.58,36.81,25.94
565,240,4.72,27.85,4.38,36.95,25.82
566,240,3.47,25.84,4.1,33.41,28.65
567,240,8.53,27.74,5.28,41.54,21.73
568,240,5.11,23.55,7.68,36.35,26.29
569,240,4.39,25.89,7.84,38.12,24.44
570,240,6.02,30.67,10.36,47.05,20.55
571,240,4.35,29.87,3.47,37.69,25.39
572,240,3.29,30.65,5.56,39.5,22.67
573,240,5.14,32.45,6.12,43.71,22.07
574,240,9.14,25.62,8.3,43.06,21.88
575,240,8.59,23.2,8.02,39.81,24.07
576,240,6.99,28.54,4.27,39.81,23.51
577,240,6.5,29.14,10.81,46.45,20.84
578,240,6.33,32.25,4.92,43.51,21.94
579,240,5.09,25.81,9.46,40.36,23.76
580,240,10.85,28.8,5.54,45.19,20.93
581,240,3.55,21.88,6.69,32.12,29.28
582,240,7.54,29.55,3.69,40.78,23.51
583,240,4.36,27.75,6.09,38.2,25.18
584,240,5.04,27.92,4.43,37.38,25.43
585,240,3.81,26.51,5.93,36.25,26.43
586,240,5.9,27.37,6.1,39.37,24.07
587,240,7.97,25.82,8.7,42.49,22.31
588,240,5.77,25.48,5.01,36.26,25.98
589,240,3.38,29.11,3.94,36.42,26.36
590,240,5.0,30.12,4.12,39.24,24.51
591,240,5.04,25.33,4.06,34.42,27.77
592,240,4.14,26.45,9.12,39.71,23.82
593,240,3.24,30.56,5.52,39.33,24.11
594,240,5.99,28.87,4.5,39.36,24.39
595,240,8.57,26.68,10.59,45.84,21.08
596,240,5.85,29.29,4.03,39.17,24.34
597,240,8.17,30.98,7.63,46.78,20.58
598,240,5.1,28.49,4.26,37.85,25.37
599,240,9.98,27.85,13.2,51.03,18.56
600,240,4.75,33.3,3.81,41.86,22.94
601,240,12.9,29.45,3.33,45.67,20.91
602,240,8.84,23.87,5.97,38.67,24.02
603,240,6.93,24.88,7.89,39.7,23.17
604,240,6.68,27.01,8.83,42.52,22.46
605,240,10.5,29.58,3.3,43.38,22.12
606,240,9.45,33.34,11.55,54.33,17.54
607,240,4.49,30.13,9.98,44.6,21.36
608,240,6.21,28.95,8.45,43.61,22.17
609,240,6.98,28.65,5.96,41.59,22.11
610,240,4.99,30.24,5.35,40.58,23.72
611,240,6.49,27.88,11.27,45.64,21.08
612,240,5.26,29.55,5.1,39.92,23.89
613,240,7.87,24.5,7.03,39.4,24.14
614,240,7.29,26.17,7.64,41.1,23.26
615,240,6.71,24.73,4.14,35.58,26.99
616,240,3.17,33.35,6.88,43.4,21.4
617,240,6.06,29.42,11.7,47.19,20.54
618,240,9.34,28.12,3.21,40.67,23.71
619,240,6.01,26.53,7.52,40.06,23.15
620,240,4.93,30.62,5.23,40.78,23.62
621,240,9.57,25.31,10.22,45.09,21.43
622,240,5.48,28.54,7.35,41.36,22.64
623,240,7.11,29.77,6.83,43.7,22.09
624,240,6.18,27.53,4.84,38.54,24.62
625,240,3.43,30.87,12.28,46.58,20.68
626,240,7.8,24.06,7.27,39.12,24.4
627,240,3.74,31.34,7.47,42.55,22.65
628,240,7.83,29.24,6.72,43.79,21.84
629,240,3.71,28.71,6.39,38.8,24.69
630,240,3.44,27.05,5.67,36.16,26.55
631,240,7.71,26.83,6.11,40.65,23.56
632,240,5.51,34.96,4.99,45.47,21.07
633,240,6.67,25.48,7.93,40.08,23.03
634,240,10.29,26.18,4.82,41.29,22.31
635,240,5.39,26.12,10.21,41.72,22.5
636,240,6.26,30.23,5.41,41.9,22.5
637,240,12.52,27.94,8.41,48.87,19.43
638,240,4.21,29.6,7.07,40.88,23.53
639,240,6.98,34.61,5.0,46.58,20.84
640,240,8.11,28.29,12.52,48.92,19.78
641,240,4.77,27.31,4.99,37.06,25.71
642,240,3.45,25.55,4.79,33.79,27.32
643,240,3.18,30.63,4.25,38.06,25.28
644,240,5.86,27.6,3.69,37.15,25.88
645,240,6.61,21.54,3.88,32.04,29.23
646,240,7.3,31.7,4.82,43.81,21.91
647,240,3.42,34.9,6.45,44.76,21.58
648,240,6.38,26.54,4.27,37.2,25.79
649,240,3.26,28.03,5.48,36.77,26.15
650,240,7.57,23.41,8.09,39.06,23.4
651,240,3.27,31.21,10.47,44.95,21.51
652,240,4.75,26.59,5.8,37.13,25.6
653,240,5.31,25.38,6.14,36.83,26.09
654,240,5.32,25.74,4.87,35.93,25.22
655,240,2.99,28.88,5.3,37.17,25.92
656,240,6.13,26.73,3.43,36.29,26.14
657,240,5.2,25.5,5.51,36.21,26.26
658,240,4.22,28.52,6.76,39.5,23.55
659,240,3.14,25.12,5.69,33.95,28.31
0,240,380.73,136.74,380.7,898.17,0.01,3,0.341
1,240,3.78,23.34,5.54,32.66,17.47,0,0.0
2,240,5.53,47.36,9.63,62.52,15.31,3,0.38
3,240,4.14,31.45,4.04,39.63,23.2,2,0.53
4,240,4.94,40.47,14.14,59.56,16.09,2,0.408
5,240,5.07,27.23,5.41,37.71,23.04,0,0.0
6,240,8.29,27.31,4.35,39.95,23.18,1,0.437
7,240,8.49,33.34,7.02,48.85,19.62,1,0.38
8,240,6.18,40.53,7.36,54.08,17.99,4,0.351
9,240,8.51,39.94,7.98,56.43,16.98,0,0.0
10,240,9.42,36.07,4.94,50.43,18.84,0,0.0
11,240,7.17,27.11,6.55,40.84,23.03,2,0.38
12,240,9.25,31.94,6.28,47.47,20.26,3,0.361
13,240,7.36,28.94,3.68,39.97,21.65,0,0.0
14,240,7.9,28.26,20.85,57.0,16.63,1,0.322
15,240,7.2,26.79,11.27,45.27,20.44,1,0.38
16,240,3.52,39.73,6.03,49.28,19.57,5,0.368
17,240,9.57,34.8,6.06,50.43,19.25,2,0.411
18,240,6.67,42.91,13.31,62.9,14.99,2,0.468
19,240,6.9,28.06,4.87,39.83,22.19,1,0.499
20,240,4.55,27.42,4.73,36.7,25.7,1,0.38
21,240,4.69,30.43,11.65,46.76,20.08,5,0.441
22,240,8.49,30.18,9.68,48.35,19.23,2,0.408
23,240,11.27,31.02,6.66,48.94,19.13,4,0.471
24,240,9.1,29.85,6.22,45.17,20.82,2,0.351
25,240,8.51,32.68,8.22,49.42,19.28,2,0.351
26,240,7.5,32.28,6.53,46.31,20.59,3,0.42
27,240,9.89,35.78,6.63,52.31,17.98,1,0.437
28,240,9.16,41.25,6.67,57.08,16.33,6,0.4
29,240,7.76,27.37,13.06,48.19,19.5,2,0.351
30,240,7.22,30.64,15.22,53.08,17.56,2,0.442
31,240,6.67,31.4,9.92,47.99,19.65,3,0.437
32,240,8.58,32.8,7.45,48.84,19.48,3,0.4
33,240,6.57,30.82,7.51,44.9,21.04,5,0.511
34,240,7.82,27.48,5.83,41.13,22.77,6,0.371
35,240,8.74,28.89,5.95,43.58,21.35,4,0.397
36,240,5.7,29.01,11.43,46.15,20.61,2,0.351
37,240,7.04,30.47,9.7,47.21,20.07,3,0.44
38,240,7.67,33.05,6.03,46.76,19.9,5,0.464
39,240,8.67,28.55,9.75,46.98,20.0,6,0.479
40,240,9.13,37.29,10.96,57.38,16.61,5,0.564
41,240,11.17,25.21,8.54,44.93,19.6,7,0.472
42,240,7.29,26.87,6.67,40.83,23.05,9,0.437
43,240,8.56,27.85,9.46,45.87,20.73,7,0.414
44,240,7.17,31.86,5.76,44.8,20.72,5,0.498
45,240,8.18,32.02,9.7,49.9,18.03,8,0.395
46,240,6.31,29.48,8.12,43.92,21.23,6,0.498
47,240,12.3,32.64,4.82,49.76,18.97,7,0.466
48,240,4.44,34.45,5.7,44.6,20.22,8,0.493
49,240,12.47,48.48,9.04,70.0,13.46,4,0.411
50,240,7.6,39.32,5.77,52.69,18.1,5,0.451
51,240,6.79,28.17,6.99,41.95,21.24,3,0.478
52,240,6.91,30.04,5.36,42.31,21.94,4,0.439
53,240,8.06,29.89,7.62,45.57,20.79,4,0.556
54,240,7.4,29.55,5.09,42.03,22.43,3,0.633
55,240,8.77,27.7,12.63,49.09,18.95,5,0.594
56,240,9.44,41.99,7.59,59.02,16.04,4,0.618
57,240,6.73,37.89,12.07,56.69,16.86,4,0.529
58,240,11.19,30.6,4.3,46.09,20.94,5,0.549
59,240,5.71,29.83,9.3,44.84,20.7,6,0.419
60,240,5.48,30.76,13.0,49.24,19.36,5,0.548
61,240,9.45,27.44,9.17,46.06,20.1,7,0.508
62,240,8.29,31.01,10.27,49.56,18.95,6,0.587
63,240,8.82,34.78,6.79,50.39,18.79,6,0.561
64,240,8.9,37.73,10.84,57.48,16.33,8,0.485
65,240,8.93,40.91,4.24,54.09,17.72,6,0.471
66,240,6.09,26.61,5.13,37.83,24.44,6,0.49
67,240,11.7,29.11,8.59,49.4,19.27,4,0.612
68,240,9.25,28.74,9.42,47.4,20.08,4,0.543
69,240,5.09,26.06,5.02,36.17,25.96,5,0.536
70,240,6.93,29.32,11.71,47.95,20.13,5,0.551
71,240,9.59,35.78,7.79,53.16,17.9,6,0.547
72,240,9.03,38.93,7.54,55.5,17.2,6,0.54
73,240,9.73,34.97,6.78,51.48,18.26,4,0.554
74,240,7.61,25.24,7.78,40.63,22.89,6,0.53
75,240,8.15,30.68,8.31,47.14,19.77,6,0.516
76,240,7.85,34.8,4.27,46.91,20.35,5,0.51
77,240,5.23,25.37,7.42,38.02,24.97,5,0.575
78,240,7.24,27.1,6.31,40.65,23.43,5,0.567
79,240,5.91,47.63,6.95,60.49,15.98,4,0.576
80,240,12.03,29.16,10.81,52.0,18.35,5,0.576
81,240,13.13,25.93,6.7,45.76,20.27,4,0.454
82,240,4.28,28.15,5.67,38.11,24.3,4,0.482
83,240,9.08,32.29,6.61,47.98,19.61,4,0.471
84,240,7.72,36.7,6.89,51.31,18.78,4,0.45
85,240,7.68,32.4,7.62,47.7,20.06,3,0.537
86,240,8.96,33.97,5.32,48.25,19.27,2,0.616
87,240,12.76,37.54,6.03,56.33,16.81,3,0.473
88,240,7.99,40.42,12.64,61.05,15.5,5,0.44
89,240,9.91,27.98,7.31,45.2,19.24,5,0.51
90,240,4.41,27.17,5.25,36.83,25.29,4,0.469
91,240,9.03,25.43,5.19,39.65,23.76,4,0.381
92,240,7.28,29.58,4.93,41.79,22.74,4,0.408
93,240,6.64,29.68,3.85,40.17,22.96,5,0.404
94,240,7.37,36.03,7.3,50.7,17.63,4,0.454
95,240,8.44,31.59,18.55,58.58,16.43,5,0.429
96,240,15.57,28.98,6.81,51.36,18.17,5,0.38
97,240,8.64,25.21,5.68,39.53,22.68,6,0.459
98,240,11.23,31.96,6.94,50.13,18.52,4,0.41
99,240,9.75,26.9,7.58,44.24,20.47,4,0.455
100,240,8.71,32.96,5.73,47.4,19.96,4,0.471
101,240,8.65,29.83,4.29,42.77,22.07,4,0.469
102,240,7.54,29.25,3.66,40.45,22.94,6,0.45
103,240,8.77,45.61,12.56,66.94,14.03,3,0.44
104,240,9.11,40.44,8.42,57.96,16.22,4,0.454
105,240,8.11,29.54,3.96,41.61,22.09,4,0.469
106,240,5.93,26.37,5.72,38.03,24.47,4,0.514
107,240,11.34,33.97,4.5,49.81,19.09,3,0.56
108,240,7.41,36.05,5.44,48.9,19.6,6,0.496
109,240,4.71,28.33,5.77,38.8,23.7,4,0.497
110,240,6.92,28.31,13.42,48.65,18.99,6,0.45
111,240,7.85,39.36,8.95,56.17,16.97,6,0.481
112,240,8.88,31.94,6.74,47.55,19.44,5,0.451
113,240,9.13,23.33,16.48,48.94,19.55,8,0.5
114,240,6.9,38.5,9.2,54.59,17.39,5,0.537
115,240,5.16,26.67,5.69,37.52,24.96,6,0.516
116,240,7.79,29.21,5.82,42.82,21.93,4,0.53
117,240,7.13,28.98,6.44,42.55,22.35,6,0.602
118,240,8.51,26.41,7.39,42.31,22.47,5,0.578
119,240,8.85,31.58,5.91,46.34,20.36,6,0.5
120,240,10.29,39.35,11.21,60.85,16.02,6,0.506
121,240,7.07,28.96,9.45,45.48,20.82,6,0.595
122,240,7.46,30.95,9.46,47.88,19.94,6,0.507
123,240,7.86,26.65,4.97,39.48,23.56,6,0.644
124,240,5.94,24.97,4.4,35.31,26.26,8,0.532
125,240,6.59,28.02,3.61,38.22,24.53,5,0.559
126,240,7.27,29.64,6.57,43.49,20.67,6,0.608
127,240,9.24,31.47,8.87,49.59,18.91,10,0.466
128,240,11.02,40.73,10.25,62.0,15.48,6,0.529
129,240,14.68,33.9,8.17,56.75,16.93,7,0.531
130,240,6.7,30.41,4.19,41.29,22.95,6,0.602
131,240,5.84,26.29,3.68,35.81,25.44,6,0.637
132,240,5.07,27.06,4.29,36.42,25.84,8,0.508
133,240,6.95,29.22,8.49,44.66,21.23,7,0.551
134,240,5.87,28.14,5.91,39.91,23.45,6,0.449
135,240,7.39,35.07,7.46,49.93,19.37,5,0.546
136,240,9.62,36.81,12.92,59.35,15.31,6,0.5
137,240,5.79,37.27,7.86,50.92,18.94,5,0.512
138,240,6.3,28.5,4.79,39.6,23.46,7,0.456
139,240,4.71,28.94,7.79,41.45,23.06,5,0.475
140,240,6.99,28.1,8.04,43.14,21.69,6,0.47
141,240,7.88,22.57,6.07,36.53,25.86,7,0.466
142,240,7.78,29.73,9.52,47.03,19.8,6,0.583
143,240,5.08,27.15,8.65,40.88,20.54,7,0.536
144,240,8.79,30.61,8.75,48.16,19.72,5,0.569
145,240,9.9,40.24,9.96,60.1,15.98,6,0.581
146,240,8.98,24.85,7.03,40.86,23.07,6,0.582
147,240,8.27,22.92,7.35,38.55,23.94,6,0.562
148,240,5.29,41.14,6.33,52.76,18.41,6,0.593
149,240,6.22,32.6,7.18,46.0,20.45,7,0.587
150,240,7.6,26.2,11.97,45.77,20.76,10,0.521
151,240,7.55,28.84,7.89,44.27,21.61,8,0.582
152,240,8.81,31.91,7.97,48.69,18.44,8,0.528
153,240,11.17,31.75,6.73,49.65,18.61,6,0.593
