frame,img_size,preprocess_ms,inference_ms,postprocess_ms,total_latency_ms,real_fps
154,240,9.58,26.09,12.02,47.69,20.07,9,0.498
155,240,7.14,25.19,8.09,40.42,23.3,8,0.534
156,240,8.85,29.96,3.99,42.8,22.1,8,0.469
157,240,5.32,24.23,8.02,37.58,24.98,8,0.506
158,240,6.82,25.87,5.91,38.6,24.55,8,0.419
159,240,11.75,28.23,4.2,44.18,21.31,9,0.413
160,240,9.96,27.56,15.56,53.08,17.84,6,0.447
161,240,6.41,32.21,8.43,47.05,19.74,6,0.439
162,240,7.95,29.19,4.82,41.96,23.07,7,0.487
163,240,10.23,26.03,7.94,44.2,21.4,7,0.429
164,240,3.91,39.83,7.29,51.03,18.62,7,0.487
165,240,8.01,26.0,8.66,42.67,22.18,8,0.526
166,240,10.05,37.27,5.61,52.93,17.97,8,0.496
167,240,9.07,35.93,4.3,49.29,19.43,8,0.496
168,240,8.38,45.47,3.77,57.62,16.61,5,0.465
169,240,6.91,37.61,6.8,51.32,18.17,6,0.447
170,240,6.9,25.36,8.56,40.82,21.96,5,0.476
171,240,6.96,27.0,5.35,39.31,24.14,5,0.465
172,240,6.87,27.5,5.02,39.39,24.14,6,0.456
173,240,10.33,27.14,5.03,42.49,22.26,6,0.513
174,240,7.23,24.56,5.68,37.48,24.84,5,0.465
175,240,13.17,22.29,7.25,42.71,21.74,5,0.476
176,240,6.58,45.2,5.75,57.53,16.65,2,0.411
177,240,17.1,32.35,5.66,55.11,17.15,4,0.471
178,240,9.3,34.56,4.23,48.09,19.2,2,0.559
179,240,6.9,24.34,4.25,35.48,26.39,3,0.421
180,240,8.22,27.78,3.54,39.54,23.73,5,0.476
181,240,8.98,33.94,4.79,47.71,19.44,7,0.432
182,240,7.49,32.06,3.84,43.39,21.65,6,0.439
183,240,6.74,34.99,7.06,48.79,19.61,5,0.405
184,240,5.45,30.99,9.43,45.86,20.68,5,0.449
185,240,7.53,34.58,8.47,50.57,18.75,5,0.476
186,240,10.38,33.34,6.16,49.88,19.2,7,0.466
187,240,6.15,25.27,7.73,39.15,24.05,4,0.441
188,240,5.47,29.51,6.8,41.78,22.56,5,0.489
189,240,6.85,29.34,6.13,42.32,22.54,6,0.448
190,240,5.6,29.9,4.92,40.42,23.3,5,0.451
191,240,5.18,23.54,5.98,34.7,26.9,5,0.5
192,240,4.45,25.01,4.01,33.47,27.56,5,0.426
193,240,17.32,32.55,5.61,55.47,17.3,3,0.56
194,240,9.15,31.97,7.15,48.28,19.2,5,0.465
195,240,6.18,22.25,6.47,34.89,26.93,4,0.543
196,240,9.54,40.31,8.52,58.38,16.32,5,0.38
197,240,8.22,29.12,3.99,41.33,22.24,5,0.451
198,240,6.5,25.86,4.12,36.47,25.72,5,0.476
199,240,8.14,30.53,8.4,47.07,20.13,3,0.57
200,240,7.33,29.56,7.82,44.71,20.68,7,0.423
201,240,7.72,35.3,13.93,56.95,16.66,9,0.44
202,240,9.61,35.43,11.43,56.47,17.05,7,0.423
203,240,9.96,30.08,8.97,49.0,19.74,6,0.491
204,240,9.91,27.73,5.66,43.31,21.81,5,0.414
205,240,4.91,29.16,4.04,38.11,24.06,2,0.408
206,240,3.73,29.76,6.76,40.26,23.09,3,0.322
207,240,6.6,28.1,10.55,45.26,20.79,5,0.415
208,240,5.36,31.22,6.12,42.7,21.78,5,0.381
209,240,5.75,27.89,8.62,42.27,21.87,6,0.41
210,240,17.04,38.17,4.68,59.89,15.65,7,0.415
211,240,6.73,32.32,6.9,45.95,20.59,5,0.416
212,240,7.28,23.61,6.84,37.73,24.52,4,0.365
213,240,9.76,27.6,11.58,48.95,19.45,6,0.43
214,240,6.82,30.16,5.76,42.74,21.88,8,0.418
215,240,8.67,28.65,10.62,47.95,19.71,3,0.539
216,240,7.48,31.21,4.35,43.04,21.96,4,0.527
217,240,7.33,29.6,6.91,43.85,21.3,3,0.581
218,240,9.85,25.34,12.57,47.75,19.51,7,0.5
219,240,6.6,43.21,13.01,62.82,15.13,5,0.499
220,240,8.38,35.77,7.21,51.36,18.39,8,0.462
221,240,8.37,32.93,9.74,51.04,18.93,8,0.44
222,240,7.28,31.45,10.19,48.92,19.2,8,0.416
223,240,7.5,25.77,5.58,38.85,23.54,7,0.499
224,240,6.76,28.44,11.39,46.58,20.47,8,0.462
225,240,6.58,31.25,3.87,41.7,22.7,10,0.452
226,240,7.65,25.17,10.74,43.56,20.89,8,0.478
227,240,12.29,33.47,8.34,54.11,17.37,11,0.492
228,240,6.78,47.36,6.09,60.23,15.86,7,0.524
229,240,10.21,34.53,3.59,48.33,19.54,10,0.447
230,240,8.1,32.01,7.3,47.41,19.86,8,0.463
231,240,12.54,30.82,5.43,48.8,19.79,8,0.462
232,240,5.9,25.17,7.76,38.82,24.07,9,0.44
233,240,7.05,36.27,7.3,50.61,18.3,11,0.453
234,240,5.25,28.06,11.96,45.26,21.0,9,0.458
235,240,11.72,36.2,9.31,57.23,16.18,10,0.494
236,240,8.53,41.91,5.41,55.85,16.72,10,0.498
237,240,6.04,35.04,9.2,50.28,18.87,8,0.454
238,240,6.32,33.31,12.73,52.35,17.81,9,0.487
239,240,7.43,26.32,6.97,40.72,23.13,8,0.536
240,240,6.02,24.9,7.82,38.74,24.51,9,0.547
241,240,8.1,34.83,4.77,47.7,19.54,7,0.565
242,240,11.44,30.77,13.45,55.66,17.15,11,0.541
243,240,7.68,35.35,14.14,57.17,16.65,9,0.579
244,240,9.29,31.06,10.3,50.65,18.71,9,0.522
245,240,8.06,24.94,12.4,45.4,20.54,8,0.532
246,240,7.76,29.8,6.42,43.98,21.63,10,0.511
247,240,8.43,24.16,9.43,42.02,22.04,7,0.483
248,240,6.69,33.58,4.34,44.61,21.02,9,0.532
249,240,4.97,28.2,9.41,42.58,21.83,8,0.571
250,240,9.88,29.39,8.05,47.32,19.55,7,0.524
251,240,10.45,25.71,9.77,45.93,20.45,9,0.573
252,240,9.9,36.36,8.77,55.03,17.27,11,0.487
253,240,8.77,27.13,9.04,44.95,21.39,10,0.529
254,240,8.57,35.28,8.42,52.27,18.18,11,0.392
255,240,6.35,29.42,8.07,43.84,21.43,13,0.463
256,240,6.85,29.7,9.7,46.24,20.38,14,0.494
257,240,5.28,26.69,4.04,36.01,26.18,15,0.443
258,240,15.46,31.71,9.47,56.64,16.72,12,0.464
259,240,9.58,29.17,8.05,46.81,20.18,10,0.445
260,240,10.87,46.95,7.74,65.56,14.71,13,0.494
261,240,9.27,35.77,7.5,52.54,18.07,10,0.486
262,240,6.68,28.33,11.52,46.53,20.13,13,0.44
263,240,9.72,27.22,8.78,45.72,20.85,12,0.483
264,240,4.3,31.38,4.9,40.58,23.25,12,0.509
265,240,7.36,28.1,6.43,41.89,22.3,14,0.493
266,240,7.59,31.85,5.12,44.56,21.11,12,0.439
267,240,12.93,40.06,6.39,59.38,16.23,13,0.439
268,240,7.4,32.31,8.28,48.0,19.33,11,0.461
269,240,9.03,24.62,12.84,46.49,20.43,15,0.448
270,240,6.39,31.13,3.93,41.46,23.0,12,0.435
271,240,5.93,33.41,9.58,48.92,19.65,10,0.451
272,240,6.65,24.01,7.76,38.43,24.58,11,0.459
273,240,7.79,28.44,13.57,49.8,18.54,11,0.487
274,240,7.96,40.09,10.6,58.65,16.25,9,0.472
275,240,8.41,38.86,8.76,56.03,16.54,11,0.501
276,240,9.59,41.74,7.57,58.9,16.3,10,0.534
277,240,5.21,23.08,7.45,35.74,25.1,13,0.525
278,240,6.69,31.9,9.83,48.42,19.69,11,0.481
279,240,5.6,30.07,8.93,44.6,21.35,8,0.528
280,240,5.41,29.21,7.13,41.75,22.61,10,0.499
281,240,6.68,29.41,13.13,49.22,19.56,10,0.536
282,240,10.77,30.75,12.26,53.78,17.52,10,0.494
283,240,7.32,25.65,6.46,39.42,23.95,9,0.42
284,240,6.89,24.48,7.88,39.25,23.83,8,0.439
285,240,7.22,29.68,5.76,42.67,21.69,8,0.432
286,240,6.91,26.55,7.15,40.61,21.39,10,0.433
287,240,7.43,28.05,8.67,44.15,21.48,5,0.415
288,240,7.26,31.0,5.82,44.08,21.65,8,0.44
289,240,7.14,30.55,5.63,43.33,21.81,6,0.53
290,240,5.74,49.57,5.94,61.24,15.53,9,0.44
291,240,9.13,29.72,10.68,49.53,19.13,8,0.484
292,240,7.6,27.34,3.8,38.74,24.49,5,0.499
293,240,4.5,29.47,6.38,40.35,23.14,4,0.484
294,240,7.65,27.75,7.59,43.0,22.04,6,0.42
295,240,7.85,28.78,7.15,43.77,21.45,5,0.499
296,240,5.35,26.47,6.43,38.25,24.74,6,0.341
297,240,7.93,28.56,7.72,44.21,21.33,7,0.422
298,240,10.07,46.75,9.4,66.22,14.32,6,0.479
299,240,10.06,38.41,9.4,57.88,16.15,5,0.392
300,240,3.45,27.24,8.59,39.27,23.09,6,0.44
301,240,8.19,27.6,9.58,45.37,20.65,8,0.424
302,240,5.95,31.72,5.55,43.22,21.62,7,0.423
303,240,9.19,25.69,8.48,43.35,21.86,7,0.363
304,240,8.86,25.83,6.51,41.2,22.9,5,0.488
305,240,5.83,29.0,3.89,38.73,24.1,6,0.42
306,240,7.33,35.56,6.61,49.49,19.37,7,0.44
307,240,7.92,40.77,7.55,56.23,16.81,5,0.512
308,240,7.92,35.15,7.86,50.94,18.87,7,0.467
309,240,9.23,36.43,4.55,50.21,19.07,7,0.534
310,240,5.15,32.48,8.48,46.11,20.68,8,0.447
311,240,7.96,30.86,7.44,46.26,20.59,10,0.487
312,240,7.25,26.27,4.06,37.57,24.84,7,0.516
313,240,8.3,22.72,5.55,36.57,24.89,8,0.425
314,240,6.22,42.46,7.25,55.93,16.68,4,0.558
315,240,9.26,25.83,13.39,48.48,19.52,8,0.501
316,240,5.3,32.13,9.8,47.23,19.95,5,0.475
317,240,6.28,25.55,9.61,41.44,22.29,6,0.478
318,240,6.52,30.38,7.44,44.33,21.0,6,0.5
319,240,6.82,33.03,5.98,45.83,20.45,7,0.397
320,240,6.58,31.69,6.98,45.25,20.85,7,0.448
321,240,5.94,27.82,3.95,37.71,24.75,5,0.535
322,240,6.56,38.38,4.45,49.39,19.13,7,0.406
323,240,5.9,32.69,8.13,46.73,20.04,5,0.406
324,240,11.41,31.18,7.36,49.96,18.93,6,0.41
325,240,14.93,31.18,7.79,53.9,17.83,5,0.535
326,240,5.97,28.13,6.03,40.13,22.86,4,0.576
327,240,4.58,30.56,7.54,42.68,21.52,7,0.483
328,240,11.01,26.19,7.02,44.22,21.03,7,0.473
329,240,6.07,30.3,6.38,42.75,21.98,6,0.54
330,240,8.65,31.55,8.42,48.62,19.24,8,0.433
331,240,8.74,27.95,6.77,43.46,21.54,7,0.467
332,240,8.96,31.56,8.69,49.21,19.17,7,0.507
333,240,8.16,29.24,6.75,44.15,21.67,7,0.506
334,240,6.27,28.07,6.13,40.48,23.03,6,0.589
335,240,8.42,28.12,8.33,44.87,20.84,6,0.587
336,240,6.24,31.24,7.82,45.3,20.87,5,0.519
337,240,7.43,28.56,6.97,42.96,21.85,8,0.47
338,240,5.33,27.3,14.12,46.74,20.45,9,0.491
339,240,7.5,41.38,4.06,52.94,18.04,7,0.464
340,240,8.36,29.86,6.56,44.78,20.57,7,0.5
341,240,7.13,28.37,4.11,39.61,23.69,4,0.542
342,240,6.0,28.89,6.31,41.2,22.85,7,0.48
343,240,6.87,30.04,6.38,43.29,21.77,5,0.476
344,240,7.83,34.65,8.5,50.97,18.73,6,0.471
345,240,8.18,32.08,5.75,46.01,20.46,6,0.545
346,240,3.32,31.4,4.61,39.32,24.16,5,0.592
347,240,7.46,33.43,12.21,53.09,17.95,8,0.493
348,240,7.08,31.32,11.31,49.71,17.62,7,0.492
349,240,7.05,33.34,3.59,43.98,21.54,7,0.479
350,240,5.86,35.55,4.98,46.4,20.49,7,0.507
351,240,5.09,28.27,4.23,37.58,25.14,6,0.51
352,240,6.87,32.75,4.89,44.51,21.18,8,0.48
353,240,4.83,30.73,4.55,40.12,23.41,9,0.547
354,240,7.34,24.17,12.57,44.08,21.42,7,0.564
355,240,6.38,35.24,10.45,52.07,18.24,9,0.518
356,240,7.15,31.94,11.61,50.7,18.78,10,0.53
357,240,8.05,29.24,8.94,46.23,20.75,7,0.536
358,240,6.48,25.99,7.75,40.22,22.65,7,0.554
359,240,7.18,30.9,5.75,43.83,21.22,8,0.627
360,240,5.8,26.56,6.08,38.45,24.34,9,0.56
361,240,8.35,24.97,7.4,40.73,22.8,7,0.557
362,240,5.8,30.49,5.61,41.9,22.6,11,0.507
363,240,5.22,24.27,6.52,36.02,25.7,8,0.581
364,240,10.58,31.65,10.41,52.64,16.97,7,0.522
365,240,6.47,31.61,3.65,41.73,22.35,7,0.473
366,240,3.72,28.74,7.77,40.23,23.09,7,0.551
367,240,8.07,27.57,7.2,42.84,21.8,7,0.525
368,240,4.82,32.07,9.1,45.99,20.52,8,0.497
369,240,7.62,28.66,9.3,45.58,20.65,8,0.501
370,240,9.34,31.83,10.92,52.09,18.17,5,0.427
371,240,12.52,46.89,20.69,80.1,12.06,7,0.556
372,240,14.68,48.93,6.73,70.34,13.37,8,0.471
373,240,8.35,26.44,3.9,38.7,24.31,7,0.55
374,240,8.65,27.06,9.45,45.16,21.19,7,0.499
375,240,7.08,29.8,13.94,50.82,18.87,7,0.53
376,240,7.57,33.65,6.33,47.54,19.85,6,0.569
377,240,8.65,27.35,7.84,43.83,21.37,7,0.58
378,240,10.02,31.41,14.68,56.12,16.55,7,0.55
379,240,14.07,36.8,9.19,60.07,15.73,8,0.485
380,240,10.83,33.95,9.64,54.42,17.7,9,0.46
381,240,6.4,23.04,9.91,39.35,23.47,7,0.498
382,240,8.13,29.73,6.06,43.91,21.56,6,0.48
383,240,6.39,31.75,5.74,43.88,21.17,7,0.487
384,240,4.64,28.88,5.83,39.35,24.49,6,0.523
385,240,6.92,31.77,6.11,44.8,20.57,8,0.44
386,240,9.17,30.82,6.62,46.62,20.7,6,0.471
387,240,9.32,37.98,5.39,52.69,17.87,8,0.508
388,240,6.59,27.61,14.02,48.21,19.86,7,0.561
389,240,7.58,25.05,7.84,40.47,22.6,8,0.523
390,240,8.34,24.59,6.03,38.96,24.19,7,0.568
391,240,8.73,35.92,6.25,50.9,18.65,7,0.509
392,240,5.2,26.02,5.72,36.94,23.86,5,0.545
393,240,9.51,27.73,5.18,42.42,21.94,7,0.518
394,240,5.87,34.16,7.75,47.77,19.95,10,0.475
395,240,10.36,35.92,6.64,52.91,17.91,5,0.429
396,240,6.76,24.19,8.55,39.5,23.98,6,0.557
397,240,6.13,27.31,7.6,41.04,22.58,6,0.491
398,240,6.49,26.16,8.89,41.54,22.4,6,0.498
399,240,10.12,29.63,7.96,47.71,19.53,5,0.476
400,240,7.33,27.95,4.1,39.38,23.39,4,0.499
401,240,14.08,25.33,6.39,45.8,20.94,3,0.558
402,240,7.37,31.74,8.39,47.49,19.5,4,0.485
403,240,7.52,39.92,8.26,55.7,17.38,5,0.5
404,240,5.33,31.78,12.21,49.32,19.43,5,0.535
405,240,8.15,25.78,11.98,45.92,20.64,7,0.473
406,240,8.28,27.21,6.89,42.38,22.06,6,0.488
407,240,8.71,40.02,6.33,55.06,17.58,5,0.536
408,240,5.51,24.55,6.12,36.17,25.77,6,0.43
409,240,5.37,31.56,10.59,47.52,20.0,6,0.471
410,240,6.43,40.48,5.65,52.57,17.98,5,0.489
411,240,8.99,42.51,5.53,57.03,16.7,8,0.456
412,240,7.15,23.29,8.31,38.76,23.82,7,0.465
413,240,7.87,31.97,9.31,49.15,18.97,4,0.501
414,240,7.58,33.41,6.96,47.95,20.23,6,0.47
415,240,6.05,29.53,5.28,40.87,23.0,6,0.478
416,240,5.6,32.27,6.34,44.21,21.11,6,0.46
417,240,8.84,31.04,8.4,48.28,19.6,5,0.513
418,240,8.98,29.18,5.65,43.8,21.64,4,0.482
419,240,8.02,30.64,5.76,44.42,21.14,6,0.522
420,240,7.27,23.4,4.72,35.39,25.72,5,0.554
421,240,8.43,26.01,6.15,40.58,22.9,6,0.525
422,240,6.68,28.15,6.99,41.82,22.36,5,0.499
423,240,6.82,26.5,8.26,41.58,22.33,8,0.488
424,240,9.89,30.07,7.67,47.63,19.46,5,0.524
425,240,7.15,24.53,15.29,46.97,20.4,5,0.514
426,240,10.98,41.89,4.65,57.52,16.73,5,0.519
427,240,13.37,32.05,4.27,49.69,19.19,6,0.457
428,240,6.01,29.97,6.67,42.65,22.1,4,0.545
429,240,9.0,34.65,5.0,48.65,19.82,3,0.615
430,240,7.47,28.57,11.19,47.23,19.97,4,0.527
431,240,7.54,26.5,8.1,42.14,21.8,7,0.49
432,240,9.96,24.5,7.95,42.42,20.59,6,0.505
433,240,6.22,26.5,5.14,37.86,24.71,7,0.49
434,240,10.06,28.34,7.71,46.11,19.47,5,0.527
435,240,12.91,32.01,3.31,48.24,19.43,7,0.508
436,240,5.85,31.64,8.86,46.34,20.58,6,0.543
437,240,7.16,28.22,8.61,44.0,21.65,5,0.546
438,240,7.79,29.22,6.26,43.27,21.8,5,0.53
439,240,8.39,28.48,5.21,42.08,22.19,6,0.451
440,240,6.86,33.28,6.36,46.5,20.4,4,0.542
441,240,7.99,31.12,9.72,48.83,19.24,4,0.482
442,240,12.49,34.42,8.82,55.73,16.87,6,0.473
443,240,7.41,31.98,6.39,45.78,20.73,5,0.524
444,240,7.9,34.72,5.36,47.98,19.51,5,0.522
445,240,5.77,28.2,8.85,42.82,22.06,4,0.554
446,240,6.02,25.91,7.68,39.61,23.9,4,0.501
447,240,5.76,29.11,5.42,40.28,23.23,4,0.598
448,240,7.15,27.93,8.67,43.74,21.35,4,0.529
449,240,10.32,40.28,6.16,56.76,16.8,5,0.464
450,240,8.69,28.93,12.34,49.96,18.89,5,0.524
451,240,5.3,32.17,11.58,49.05,19.78,3,0.498
452,240,7.29,24.51,7.95,39.75,23.77,3,0.522
453,240,3.53,31.14,6.64,41.31,22.52,4,0.499
454,240,8.26,31.9,6.17,46.34,20.11,5,0.476
455,240,8.71,25.87,9.41,43.99,21.66,6,0.47
456,240,8.26,32.76,6.2,47.22,20.06,3,0.515
457,240,9.26,37.31,8.3,54.87,17.11,5,0.537
458,240,3.93,28.81,10.05,42.78,21.74,5,0.5
459,240,5.42,30.2,10.09,45.72,20.76,3,0.458
460,240,7.03,29.35,7.32,43.71,20.98,5,0.464
461,240,8.05,35.79,7.84,51.68,18.64,7,0.429
462,240,7.27,26.98,7.74,41.99,22.36,4,0.441
463,240,6.08,27.3,5.94,39.32,24.08,4,0.516
464,240,6.0,28.85,5.56,40.4,23.2,4,0.525
465,240,12.99,31.34,11.74,56.06,16.92,5,0.495
466,240,4.91,34.85,6.36,46.11,20.37,4,0.438
467,240,7.58,24.52,5.43,37.53,23.99,3,0.402
468,240,10.68,26.25,6.32,43.24,21.43,2,0.554
469,240,7.74,26.1,3.76,37.6,25.11,7,0.39
470,240,7.71,29.97,7.01,44.69,20.94,5,0.464
471,240,4.95,28.62,8.23,41.79,22.7,2,0.53
472,240,9.24,24.31,6.35,39.91,23.0,2,0.53
473,240,6.31,30.6,4.46,41.36,22.9,3,0.532
474,240,12.06,41.23,5.52,58.81,16.5,3,0.539
475,240,10.48,32.33,9.63,52.44,18.04,4,0.439
476,240,7.85,26.99,8.88,43.72,21.43,3,0.539
477,240,10.91,28.96,7.3,47.17,20.19,2,0.499
478,240,6.11,30.03,3.89,40.02,23.73,5,0.452
479,240,5.31,29.2,5.75,40.27,22.95,7,0.44
480,240,6.88,29.67,6.42,42.97,21.52,5,0.45
481,240,8.19,28.14,6.52,42.85,21.6,4,0.469
482,240,9.0,35.33,8.61,52.94,17.8,3,0.56
483,240,12.87,35.09,8.31,56.27,15.99,5,0.512
484,240,11.17,35.82,5.45,52.44,17.77,5,0.513
485,240,11.03,31.52,4.92,47.47,19.93,5,0.51
486,240,7.68,28.72,7.25,43.65,21.26,5,0.476
487,240,7.59,30.48,7.81,45.88,20.4,4,0.454
488,240,8.31,27.07,9.04,44.43,21.3,5,0.537
489,240,6.9,31.24,8.19,46.33,20.57,7,0.525
490,240,6.87,29.64,9.75,46.25,20.8,5,0.572
491,240,13.76,43.76,4.8,62.33,15.46,5,0.522
492,240,9.46,27.51,9.76,46.73,20.21,8,0.501
493,240,5.24,23.78,12.21,41.22,22.71,8,0.499
494,240,9.96,38.98,4.55,53.49,17.86,8,0.44
495,240,5.3,25.49,5.9,36.69,25.69,7,0.565
496,240,7.12,27.05,7.96,42.12,22.39,8,0.432
497,240,8.81,30.38,5.11,44.31,21.21,6,0.506
