frame,img_size,preprocess_ms,inference_ms,postprocess_ms,total_latency_ms,real_fps,num_detections,avg_confidence
192,256,3.25,23.05,3.43,29.74,32.48,7,0.364
193,256,3.42,23.3,3.41,30.13,32.12,13,0.292
194,256,3.54,23.33,3.39,30.26,31.95,10,0.339
195,256,3.53,24.31,3.99,31.83,30.42,8,0.35
196,256,3.28,23.22,3.36,29.86,29.32,9,0.317
197,256,3.42,23.28,3.49,30.19,32.02,9,0.346
198,256,3.53,23.77,3.44,30.73,28.04,18,0.295
199,256,3.29,24.72,5.06,33.07,29.29,12,0.34
200,256,4.72,28.65,7.35,40.71,23.81,13,0.332
201,256,4.81,32.18,5.49,42.48,22.98,16,0.308
202,256,4.5,23.89,5.04,33.43,29.05,13,0.303
203,256,4.78,23.87,5.32,33.96,28.53,15,0.324
204,256,3.6,23.86,3.36,30.82,31.36,15,0.319
205,256,3.45,27.61,3.44,34.5,28.15,10,0.29
206,256,3.49,24.61,3.5,31.6,30.64,14,0.265
207,256,3.52,23.35,3.47,30.34,31.87,15,0.266
208,256,3.3,23.14,3.41,29.86,32.34,10,0.289
209,256,3.5,23.3,3.48,30.28,31.92,15,0.3
210,256,3.58,23.32,3.48,30.38,31.76,12,0.354
211,256,3.16,23.11,3.47,29.74,32.55,17,0.281
212,256,3.34,23.07,3.57,29.98,32.24,15,0.296
213,256,3.44,23.34,3.45,30.23,32.0,16,0.307
214,256,3.54,23.18,3.48,30.2,32.0,16,0.296
215,256,3.5,23.3,3.4,30.21,32.0,13,0.288
216,256,3.45,23.13,3.44,30.02,32.21,14,0.329
217,256,3.46,23.32,3.42,30.2,32.02,9,0.382
218,256,3.56,23.3,3.4,30.26,31.93,12,0.351
219,256,3.48,23.41,3.53,30.42,28.74,16,0.351
220,256,3.36,23.15,3.44,29.94,28.63,17,0.315
221,256,3.44,23.28,3.5,30.22,31.99,14,0.336
222,256,3.48,23.36,3.43,30.27,31.93,16,0.321
223,256,3.57,23.3,3.46,30.33,31.86,12,0.393
224,256,3.38,23.14,3.38,29.89,32.29,13,0.345
225,256,3.46,23.26,3.46,30.19,31.98,14,0.378
226,256,3.53,23.37,3.49,30.38,31.8,15,0.323
227,256,3.5,23.23,3.47,30.19,31.89,19,0.348
228,256,3.38,23.24,3.48,30.1,29.05,16,0.33
229,256,3.42,23.35,3.55,30.32,31.89,12,0.443
230,256,3.58,23.46,3.45,30.5,31.7,16,0.337
231,256,3.52,23.26,3.49,30.27,31.88,18,0.343
232,256,3.32,23.24,3.71,30.26,31.96,17,0.353
233,256,3.48,23.36,3.46,30.31,31.81,19,0.353
234,256,3.5,23.51,3.52,30.53,31.67,18,0.375
235,256,3.42,23.35,3.53,30.3,31.91,18,0.403
236,256,3.24,23.24,3.52,30.01,32.2,15,0.379
237,256,3.42,23.21,3.5,30.13,32.1,19,0.348
238,256,3.53,23.33,3.57,30.43,31.66,16,0.35
239,256,3.49,23.41,3.5,30.4,29.06,17,0.377
240,256,3.26,23.13,3.51,29.9,30.17,16,0.345
241,256,3.33,23.28,3.49,30.1,32.08,18,0.333
242,256,3.49,23.36,3.47,30.32,31.88,15,0.412
243,256,3.52,23.22,3.51,30.25,31.91,21,0.35
244,256,3.32,23.17,3.5,29.98,32.26,15,0.398
245,256,3.46,23.2,3.48,30.14,28.46,17,0.362
246,256,3.52,23.41,3.49,30.41,31.78,18,0.333
247,256,3.48,23.36,3.48,30.32,31.89,16,0.335
248,256,3.37,23.16,3.56,30.1,29.61,13,0.402
249,256,3.4,23.21,3.46,30.08,32.1,15,0.391
250,256,3.48,23.53,3.47,30.48,28.71,15,0.372
251,256,3.42,23.34,3.51,30.27,31.86,21,0.347
252,256,3.4,23.13,3.51,30.04,32.2,17,0.378
253,256,3.37,23.26,3.52,30.16,32.02,17,0.375
254,256,3.49,23.54,3.48,30.52,31.67,19,0.356
255,256,3.49,23.33,3.5,30.33,31.88,19,0.351
256,256,3.31,23.17,3.51,29.99,32.26,23,0.33
257,256,3.45,23.2,3.51,30.16,32.07,21,0.371
258,256,3.58,23.42,3.78,30.78,31.42,18,0.363
259,256,3.49,23.39,3.52,30.41,31.81,23,0.351
260,256,3.3,23.05,3.58,29.93,32.27,17,0.394
261,256,3.4,23.33,3.48,30.21,32.0,21,0.344
262,256,3.46,23.39,3.5,30.36,31.78,17,0.357
263,256,3.48,23.45,3.55,30.47,31.73,19,0.36
264,256,3.34,23.12,3.48,29.94,32.27,21,0.357
265,256,3.41,23.29,3.53,30.23,32.01,19,0.391
266,256,3.48,23.94,3.43,30.85,31.31,21,0.345
267,256,3.46,23.28,3.52,30.26,31.95,18,0.425
268,256,3.3,23.07,3.48,29.85,32.39,20,0.338
269,256,3.42,23.23,3.53,30.18,32.05,17,0.407
270,256,3.45,23.41,3.54,30.41,31.79,21,0.374
271,256,3.43,23.41,3.47,30.31,31.85,20,0.359
272,256,3.34,23.25,3.49,30.08,32.16,17,0.356
273,256,3.43,23.16,3.49,30.08,32.14,14,0.419
274,256,3.46,23.54,4.0,31.01,31.18,16,0.402
275,256,3.48,23.41,3.48,30.37,31.84,13,0.436
276,256,3.28,23.12,3.52,29.92,32.29,16,0.408
277,256,3.43,23.36,3.49,30.28,31.9,14,0.399
278,256,3.55,23.26,3.55,30.36,29.05,15,0.461
279,256,3.38,23.38,3.49,30.25,31.96,14,0.424
280,256,3.27,23.06,3.47,29.8,29.72,16,0.387
281,256,3.5,23.21,3.46,30.17,31.99,15,0.418
282,256,3.45,23.37,3.49,30.31,28.55,16,0.397
283,256,3.2,23.0,3.44,29.65,32.63,16,0.344
284,256,3.3,23.17,3.69,30.16,32.08,16,0.342
285,256,3.37,23.26,3.49,30.12,32.06,19,0.346
286,256,3.48,23.44,3.43,30.34,31.86,17,0.318
287,256,3.48,23.29,3.46,30.23,31.97,13,0.368
288,256,3.32,23.24,3.48,30.03,32.22,14,0.323
289,256,3.49,23.25,3.43,30.16,32.04,14,0.319
290,256,3.35,23.17,3.46,29.97,32.22,12,0.327
291,256,3.48,23.2,3.46,30.14,32.04,13,0.349
292,256,3.52,25.38,3.41,32.31,29.99,10,0.373
293,256,3.49,23.35,3.4,30.24,31.97,8,0.393
294,256,3.31,23.19,3.39,29.89,32.36,12,0.307
295,256,3.41,23.27,3.45,30.13,32.08,11,0.383
296,256,7.08,23.22,3.47,33.77,28.72,14,0.268
297,256,3.49,23.31,3.61,30.41,28.8,16,0.31
298,256,3.31,23.0,3.41,29.72,32.53,13,0.306
299,256,3.44,23.31,3.45,30.2,32.02,14,0.335
300,256,3.31,27.8,3.8,34.91,27.81,13,0.36
301,256,6.51,24.77,3.51,34.78,27.5,14,0.321
302,256,3.22,23.46,3.78,30.46,31.73,13,0.315
303,256,3.98,24.6,3.62,32.2,29.82,17,0.31
304,256,7.66,23.04,3.39,34.08,28.46,15,0.345
305,256,5.39,23.61,3.36,32.36,29.9,13,0.343
306,256,3.23,23.38,3.45,30.06,32.2,12,0.366
307,256,8.76,23.84,5.05,37.65,25.85,14,0.325
308,256,4.87,24.02,3.4,32.29,29.98,16,0.338
309,256,3.38,23.95,5.11,32.44,29.85,17,0.333
310,256,4.08,24.85,3.46,32.39,29.88,15,0.357
311,256,3.59,23.35,3.43,30.37,31.79,10,0.402
312,256,4.85,23.88,5.1,33.84,28.68,13,0.388
313,256,3.8,23.3,3.46,30.56,31.65,14,0.325
314,256,3.32,27.16,3.5,33.98,28.58,16,0.294
315,256,3.25,23.38,3.4,30.03,32.22,9,0.457
316,256,3.57,23.44,3.99,31.01,31.17,18,0.332
317,256,3.43,23.51,3.48,30.41,31.78,17,0.341
318,256,3.26,26.04,3.9,33.21,29.19,18,0.334
319,256,5.18,23.73,3.93,32.85,29.52,14,0.329
320,256,3.55,23.75,3.5,30.79,31.43,12,0.361
321,256,3.27,23.38,3.38,30.04,32.19,7,0.487
322,256,3.3,26.91,3.46,33.67,28.82,9,0.374
323,256,3.31,25.41,3.42,32.13,30.16,11,0.377
324,256,3.5,23.45,3.43,30.38,31.82,12,0.326
325,256,3.31,23.89,3.44,30.64,31.46,9,0.384
326,256,6.78,23.5,3.34,33.62,28.83,8,0.428
327,256,3.31,23.91,5.1,32.32,30.0,10,0.417
328,256,4.86,23.48,3.43,31.77,30.48,14,0.358
329,256,3.37,24.12,5.13,32.62,29.7,11,0.394
330,256,5.9,23.16,3.43,32.48,29.86,12,0.372
331,256,3.49,23.31,3.44,30.24,31.99,11,0.399
332,256,4.86,24.03,3.94,32.83,26.72,11,0.381
333,256,6.78,23.34,3.4,33.52,28.95,10,0.409
334,256,4.74,24.96,5.07,34.77,27.94,12,0.394
335,256,4.77,25.76,5.01,35.54,27.34,11,0.414
336,256,4.82,23.64,5.05,33.51,28.94,13,0.363
337,256,7.16,23.7,5.03,35.89,27.09,12,0.363
338,256,6.69,24.66,7.41,38.77,25.15,9,0.486
339,256,6.75,24.88,3.47,35.1,27.66,12,0.369
340,256,3.51,23.26,3.46,30.23,31.84,11,0.419
341,256,3.58,23.62,3.47,30.68,31.16,13,0.405
342,256,3.29,23.4,3.43,30.12,32.08,10,0.4
343,256,3.44,23.4,3.48,30.32,31.92,13,0.369
344,256,3.58,23.52,3.84,30.94,31.27,14,0.367
345,256,3.54,23.58,3.45,30.56,31.59,13,0.358
346,256,3.37,23.33,3.53,30.23,32.0,12,0.376
347,256,8.27,24.01,3.96,36.24,26.83,18,0.381
348,256,3.58,23.4,3.45,30.44,31.77,15,0.352
349,256,3.54,23.59,3.52,30.65,31.5,15,0.377
350,256,3.36,23.43,3.5,30.3,31.93,13,0.403
351,256,3.22,23.34,3.45,30.02,32.23,12,0.423
352,256,3.55,23.63,3.46,30.64,31.57,12,0.452
353,256,3.53,23.44,3.47,30.44,31.75,17,0.369
354,256,3.31,23.26,3.47,30.04,32.13,16,0.379
355,256,6.21,26.24,3.46,35.91,24.99,18,0.365
356,256,3.24,23.31,3.46,30.01,32.24,15,0.403
357,256,3.42,23.67,3.68,30.77,31.46,14,0.421
358,256,3.54,23.48,3.49,30.51,31.69,17,0.388
359,256,3.4,23.66,3.5,30.56,28.55,15,0.445
360,256,5.91,23.25,3.42,32.58,29.77,16,0.437
361,256,5.41,23.69,3.42,32.52,29.77,14,0.432
362,256,3.36,23.94,3.46,30.76,31.45,13,0.419
363,256,6.52,23.59,3.56,33.66,28.8,13,0.453
364,256,3.25,26.1,3.59,32.95,29.39,18,0.382
365,256,3.34,25.43,3.48,32.25,30.05,15,0.408
366,256,3.29,23.61,3.44,30.33,31.89,14,0.412
367,256,3.52,23.49,3.46,30.48,31.73,11,0.45
368,256,3.38,23.6,3.49,30.47,31.73,14,0.403
369,256,3.39,25.74,3.5,32.63,26.94,15,0.427
370,256,3.29,24.57,3.36,31.23,30.89,11,0.379
371,256,3.47,23.36,3.45,30.28,31.92,12,0.415
372,256,6.81,23.24,3.44,33.49,29.0,12,0.388
373,256,3.52,23.37,3.48,30.37,31.84,11,0.386
374,256,3.28,23.69,3.44,30.41,31.82,11,0.469
375,256,3.4,25.58,3.44,32.42,29.83,10,0.434
376,256,3.26,24.42,3.45,31.13,31.04,15,0.401
377,256,3.51,23.54,3.5,30.55,31.64,19,0.34
378,256,3.34,24.73,3.44,31.51,30.74,16,0.373
379,256,7.12,23.56,3.44,34.12,28.42,13,0.381
380,256,3.67,23.53,3.5,30.7,28.6,16,0.375
381,256,3.48,23.68,3.45,30.62,31.54,15,0.345
382,256,3.25,26.19,3.48,32.91,29.44,14,0.303
383,256,3.34,23.37,3.43,30.15,32.08,15,0.35
384,256,3.52,23.56,3.43,30.51,31.69,14,0.3
385,256,3.55,23.59,3.45,30.59,31.62,14,0.296
386,256,3.3,23.19,3.6,30.1,32.09,17,0.306
387,256,3.45,23.49,3.49,30.42,31.78,15,0.371
388,256,3.47,23.47,3.46,30.39,31.76,14,0.317
389,256,3.59,23.58,3.44,30.61,31.61,16,0.335
390,256,3.3,23.07,3.5,29.87,32.37,14,0.36
391,256,3.41,23.56,4.01,30.98,31.25,13,0.34
392,256,3.46,23.54,3.44,30.45,31.75,10,0.387
393,256,3.55,23.49,3.43,30.46,31.7,11,0.376
394,256,3.34,23.34,3.45,30.13,32.08,11,0.365
395,256,3.43,23.35,3.45,30.22,32.01,13,0.317
396,256,3.52,25.92,3.49,32.94,26.84,13,0.36
397,256,3.5,23.5,3.47,30.47,31.73,10,0.342
398,256,3.33,23.41,3.33,30.07,32.11,8,0.436
399,256,3.41,23.37,3.41,30.2,32.04,7,0.365
400,256,9.35,25.12,3.89,38.36,25.33,9,0.397
401,256,9.91,24.9,6.11,40.93,23.77,11,0.338
402,256,4.79,26.02,6.0,36.8,26.44,11,0.319
403,256,4.92,25.3,3.84,34.06,28.5,11,0.337
404,256,3.54,23.35,3.5,30.39,31.77,9,0.374
405,256,6.12,24.47,3.42,34.02,28.48,10,0.364
406,256,3.16,28.01,3.42,34.6,28.06,10,0.384
407,256,6.52,24.99,5.02,36.53,26.57,8,0.451
408,256,4.78,23.67,3.4,31.84,30.43,11,0.407
409,256,5.32,23.37,3.5,32.19,30.1,8,0.475
410,256,6.03,23.56,5.02,34.62,28.07,10,0.4
411,256,4.7,23.59,5.03,33.33,29.1,12,0.373
412,256,4.83,23.33,3.41,31.57,30.62,13,0.334
413,256,5.27,23.3,3.34,31.91,30.35,9,0.44
414,256,3.32,23.07,3.52,29.91,32.33,9,0.399
415,256,3.41,23.34,3.38,30.13,32.08,12,0.326
416,256,5.77,23.41,3.31,32.49,29.78,13,0.345
417,256,3.31,23.37,3.42,30.1,32.12,10,0.384
418,256,6.96,23.11,3.44,33.51,28.98,11,0.37
419,256,5.52,23.33,3.48,32.33,29.98,10,0.426
420,256,3.32,23.99,3.45,30.76,31.41,12,0.365
421,256,6.6,23.22,3.38,33.19,29.23,9,0.44
422,256,4.98,23.0,3.44,31.42,30.83,9,0.448
423,256,3.46,23.36,3.44,30.26,29.56,16,0.343
424,256,3.34,24.36,5.15,32.84,29.52,11,0.353
425,256,8.05,22.68,3.45,34.17,28.36,12,0.346
426,256,3.4,23.24,3.4,30.04,32.19,13,0.334
427,256,3.12,22.97,3.45,29.53,32.71,11,0.325
428,256,4.59,25.45,5.0,35.05,27.73,12,0.306
429,256,3.96,23.27,3.39,30.62,31.56,12,0.328
430,256,3.25,23.2,3.44,29.89,32.37,13,0.318
431,256,3.37,23.28,3.44,30.1,32.14,13,0.347
432,256,4.89,23.6,5.05,33.54,28.91,10,0.416
433,256,3.34,23.41,3.5,30.25,31.91,9,0.441
434,256,5.07,23.52,5.07,33.66,28.81,11,0.417
435,256,3.85,23.26,3.47,30.58,31.59,10,0.398
436,256,4.86,23.63,3.46,31.94,30.32,10,0.391
437,256,3.52,23.3,3.44,30.25,31.95,10,0.38
438,256,3.25,23.09,3.41,29.74,32.51,9,0.402
439,256,5.19,23.61,5.05,33.85,28.67,10,0.366
440,256,3.31,23.22,3.5,30.04,32.13,10,0.352
441,256,5.74,23.28,3.41,32.43,29.89,9,0.388
442,256,3.32,23.22,3.45,29.99,32.25,9,0.374
443,256,3.43,23.2,3.41,30.04,32.18,8,0.447
444,256,5.51,23.27,3.42,32.2,30.09,8,0.419
445,256,5.58,23.22,3.39,32.18,30.11,9,0.354
446,256,3.32,23.09,3.44,29.85,32.35,7,0.383
447,256,3.4,23.21,3.39,29.99,32.23,11,0.299
448,256,5.45,23.28,3.42,32.14,30.16,7,0.375
449,256,4.85,23.6,5.07,33.52,28.93,12,0.293
450,256,4.57,23.54,5.0,33.11,29.3,8,0.372
451,256,4.68,23.66,3.92,32.26,30.04,8,0.305
452,256,3.44,23.39,3.42,30.25,31.95,9,0.321
453,256,3.41,23.33,3.43,30.18,31.98,7,0.403
454,256,5.01,23.35,4.99,33.36,29.1,6,0.412
455,256,4.72,23.56,5.05,33.34,29.07,10,0.312
456,256,3.58,23.26,3.41,30.26,31.94,11,0.294
457,256,3.53,23.31,3.51,30.34,31.86,11,0.338
458,256,7.12,23.12,3.48,33.72,28.79,10,0.336
459,256,5.23,23.6,5.2,34.03,28.5,13,0.272
460,256,3.43,23.47,3.39,30.29,31.92,9,0.292
461,256,3.47,23.41,3.37,30.25,31.95,8,0.329
