Klatka | Preprocess (ms) | Inferencja (ms) | Postprocess (ms) | FPS
   503 |           14.91 |          403.75 |             5.16 |  2.34
   504 |           14.70 |          401.17 |             7.53 |  2.35
   505 |           16.25 |          409.54 |             7.43 |  2.29
   506 |           14.44 |          409.77 |             5.10 |  2.31
   507 |           16.38 |          409.32 |             7.75 |  2.29
   508 |           21.01 |          416.77 |             8.96 |  2.22
   509 |           18.94 |          415.01 |             7.13 |  2.24
   510 |           18.63 |          407.72 |             6.80 |  2.29
   511 |           17.71 |          406.11 |             5.62 |  2.31
   512 |           16.99 |          408.76 |             5.23 |  2.30
   513 |           20.94 |          414.92 |             5.22 |  2.25
   514 |           21.26 |          408.53 |             5.18 |  2.28
   515 |           13.68 |          407.32 |             7.80 |  2.32
   516 |           15.50 |          404.45 |             5.17 |  2.33
   517 |           17.33 |          401.79 |             7.81 |  2.32
   518 |           16.58 |          407.77 |             7.50 |  2.30
   519 |           16.76 |          445.20 |             9.10 |  2.11
   520 |           14.29 |          425.33 |             5.63 |  2.23
   521 |           21.20 |          421.32 |             7.44 |  2.20
   522 |           14.98 |          402.95 |             5.07 |  2.34
   523 |           14.77 |          425.10 |             5.41 |  2.23
   524 |           17.86 |          448.13 |             8.21 |  2.09
   525 |           17.31 |          437.31 |             8.85 |  2.14
   526 |           19.45 |          411.33 |             6.75 |  2.26
   527 |           21.54 |          406.91 |             5.13 |  2.29
   528 |           18.95 |          422.07 |             7.79 |  2.21
   529 |           20.29 |          436.33 |             8.54 |  2.13
   530 |           26.24 |          411.99 |             5.27 |  2.24
   531 |           19.14 |          404.45 |             5.12 |  2.31
   532 |           17.55 |          405.10 |             5.06 |  2.32
   533 |           15.79 |          405.03 |             5.09 |  2.32
   534 |           17.48 |          402.16 |             5.14 |  2.33
   535 |           19.65 |          402.78 |             8.86 |  2.30
   536 |           18.78 |          401.27 |             5.05 |  2.33
   537 |           15.85 |          401.25 |             4.99 |  2.34
   538 |           19.55 |          401.57 |             5.14 |  2.32
   539 |           17.61 |          400.88 |             5.10 |  2.33
   540 |           22.50 |          419.46 |             5.19 |  2.22
   541 |           13.47 |          429.21 |            10.89 |  2.19
   542 |           16.53 |          423.16 |             6.98 |  2.22
   543 |           18.87 |          419.13 |             7.59 |  2.23
   544 |           13.63 |          406.67 |             6.10 |  2.33
   545 |           19.93 |          435.53 |             8.83 |  2.14
   546 |           13.10 |          435.06 |             9.03 |  2.17
   547 |           19.12 |          420.06 |             5.10 |  2.23
   548 |           15.06 |          399.34 |             5.16 |  2.37
   549 |           16.50 |          416.70 |            10.02 |  2.24
   550 |           18.89 |          433.99 |            10.08 |  2.15
   551 |           17.19 |          411.20 |             7.78 |  2.28
   552 |           15.92 |          399.58 |             7.74 |  2.35
   553 |           19.21 |          406.38 |             5.21 |  2.30
   554 |           19.98 |          405.05 |             7.77 |  2.29
   555 |           20.68 |          418.65 |             8.87 |  2.21
   556 |           21.64 |          438.95 |             8.16 |  2.11
   557 |           14.52 |          436.97 |             9.23 |  2.15
   558 |          141.91 |          409.96 |             7.01 |  1.77
   559 |           13.39 |          422.95 |             8.08 |  2.23
   560 |           15.96 |          432.37 |             8.38 |  2.18
   561 |           19.44 |          423.71 |             5.13 |  2.22
   562 |           14.03 |          403.70 |             5.49 |  2.34
   563 |           14.57 |          406.37 |             6.18 |  2.32
   564 |           15.32 |          402.62 |             6.39 |  2.34
   565 |           14.84 |          407.60 |             5.46 |  2.32
   566 |           15.31 |          404.41 |             7.88 |  2.32
   567 |           14.88 |          399.04 |             5.14 |  2.37
   568 |           13.34 |          407.33 |             5.15 |  2.33
   569 |           20.56 |          403.42 |             5.19 |  2.31
   570 |           13.18 |          407.58 |             5.18 |  2.33
   571 |           15.36 |          401.20 |             7.48 |  2.34
   572 |           13.33 |          400.58 |             5.09 |  2.37
   573 |           14.29 |          401.39 |             8.58 |  2.34
   574 |           13.61 |          399.24 |             5.15 |  2.37
   575 |           14.51 |          400.02 |             5.50 |  2.36
   576 |           13.34 |          399.25 |             5.19 |  2.38
   577 |           12.82 |          401.11 |             5.12 |  2.37
   578 |           19.99 |          406.64 |             7.53 |  2.28
   579 |           18.37 |          405.27 |             5.26 |  2.30
   580 |           17.47 |          406.56 |             7.82 |  2.29
   581 |           18.41 |          403.33 |             7.85 |  2.31
   582 |           14.49 |          402.81 |             5.31 |  2.35
   583 |           15.00 |          408.79 |             7.51 |  2.30
   584 |           15.29 |          400.26 |             7.49 |  2.35
   585 |           18.31 |          402.23 |             5.21 |  2.33
   586 |           18.70 |          405.93 |             5.28 |  2.31
   587 |           19.21 |          414.37 |             7.85 |  2.24
   588 |           18.15 |          408.60 |             8.44 |  2.28
   589 |           20.32 |          407.78 |             5.16 |  2.29
   590 |           16.70 |          407.37 |             5.32 |  2.31
   591 |           16.31 |          422.98 |             9.12 |  2.21
   592 |           16.53 |          428.58 |             9.44 |  2.18
   593 |           14.26 |          412.56 |             9.07 |  2.28
   594 |           20.72 |          411.55 |             5.24 |  2.25
   595 |           18.69 |          406.83 |             5.25 |  2.31
   596 |           14.55 |          402.80 |             5.39 |  2.35
   597 |           20.02 |          417.30 |             8.89 |  2.22
   598 |           18.20 |          405.81 |             5.20 |  2.31
   599 |           18.52 |          405.41 |             5.17 |  2.30
   600 |           18.57 |          404.82 |             5.21 |  2.31
   601 |           21.82 |          404.93 |             5.21 |  2.29
   602 |           16.41 |          405.97 |             5.21 |  2.32
   603 |           22.83 |          421.78 |             5.38 |  2.20
   604 |           20.73 |          415.88 |             7.56 |  2.23
   605 |           17.33 |          407.70 |             5.37 |  2.30
   606 |           16.28 |          406.52 |             7.82 |  2.31
   607 |           16.39 |          414.20 |             7.61 |  2.27
   608 |           13.11 |          408.79 |             9.46 |  2.30
   609 |           24.45 |          442.77 |             9.82 |  2.08
   610 |           23.64 |          442.70 |            11.03 |  2.08
   611 |           29.19 |          412.19 |             7.55 |  2.20
   612 |           18.60 |          406.01 |             8.12 |  2.29
   613 |           16.10 |          422.18 |            10.27 |  2.21
   614 |           21.07 |          430.93 |             8.86 |  2.15
   615 |           20.23 |          411.09 |            11.05 |  2.24
   616 |           13.81 |          408.80 |             5.23 |  2.32
   617 |           29.20 |          413.44 |             7.46 |  2.20
   618 |           16.62 |          407.67 |             5.18 |  2.31
   619 |           19.19 |          402.73 |             5.33 |  2.33
   620 |           14.24 |          399.88 |             7.80 |  2.35
   621 |          146.53 |          401.22 |             5.39 |  1.79
   622 |           19.47 |          423.08 |            11.27 |  2.18
   623 |           25.52 |          444.70 |             6.70 |  2.07
   624 |           23.49 |          453.03 |             5.29 |  2.06
   625 |           19.45 |          452.01 |            12.54 |  2.05
   626 |           18.15 |          413.85 |            10.31 |  2.24
   627 |           26.23 |          432.32 |             6.30 |  2.13
   628 |           22.11 |          450.65 |             7.43 |  2.06
   629 |           18.25 |          405.90 |             5.19 |  2.30
   630 |           16.65 |          418.78 |             5.29 |  2.25
   631 |           19.17 |          405.55 |             8.03 |  2.29
   632 |           16.71 |          432.91 |             8.88 |  2.16
   633 |           21.55 |          438.08 |            10.30 |  2.11
   634 |           21.93 |          442.00 |             9.48 |  2.09
   635 |           19.18 |          422.09 |             7.60 |  2.21
   636 |           16.80 |          421.13 |             8.39 |  2.22
   637 |           16.21 |          446.24 |             7.82 |  2.11
   638 |           18.35 |          412.88 |             7.68 |  2.26
   639 |           17.19 |          413.91 |             6.76 |  2.27
   640 |           19.04 |          422.98 |             7.88 |  2.20
   641 |           16.48 |          407.90 |             5.37 |  2.31
   642 |           13.23 |          424.32 |            15.17 |  2.19
   643 |           23.77 |          436.81 |             7.42 |  2.12
   644 |           19.32 |          418.20 |             5.30 |  2.23
   645 |           17.09 |          423.16 |             7.98 |  2.19
   646 |           23.14 |          452.68 |            11.31 |  2.04
   647 |           21.23 |          406.63 |             5.06 |  2.29
   648 |           14.88 |          403.74 |             5.20 |  2.34
   649 |           14.62 |          428.13 |             9.34 |  2.20
   650 |           17.46 |          425.07 |            10.02 |  2.18
   651 |           24.06 |          424.15 |             5.13 |  2.19
   652 |           16.00 |          411.57 |             5.89 |  2.29
   653 |           16.34 |          410.01 |             9.29 |  2.28
   654 |           22.94 |          427.82 |             9.45 |  2.15
   655 |           26.61 |          423.39 |             9.35 |  2.16
   656 |           15.72 |          424.94 |             5.21 |  2.22
   657 |           17.64 |          426.03 |            10.47 |  2.19
   658 |           16.50 |          427.32 |            10.02 |  2.18
   659 |           13.46 |          440.65 |             6.56 |  2.15
   660 |           17.09 |          426.03 |             5.65 |  2.21

===========================================================================
--- PODSUMOWANIE ---
Przetworzone klatki: 660
Średni czas inferencji: 412.36 ms
